"id","description","last_updated"
"329180","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3L","2019-04-01"
"329181","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3M","2019-04-01"
"329182","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3N","2019-04-01"
"329183","Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3G","2019-04-01"
"329184","Niacin, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3H","2019-04-01"
"329185","Pantothenic Acid, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3O","2019-04-01"
"329186","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3P","2019-04-01"
"329187","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3R","2019-04-01"
"329188","Choline, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3Q","2019-04-01"
"329189","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE, NC) -  CY121HL","2019-04-01"
"329190","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE1) NFY120XH9","2019-04-01"
"329191","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE1) NFY120XHA","2019-04-01"
"329192","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NC1) NFY120XHI","2019-04-01"
"329193","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NC1) NFY120XHJ","2019-04-01"
"329194","Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X5Y","2019-04-01"
"329195","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X5Z","2019-04-01"
"329196","Pantothenic Acid, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X60","2019-04-01"
"329197","Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X61","2019-04-01"
"329198","Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN, TX) -  CY121HH","2019-04-01"
"329199","Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN1) NFY120XFM","2019-04-01"
"329200","Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN1) NFY120XFN","2019-04-01"
"329201","Cheese, string (low-moisture, part-skim mozzarella), KRAFT (TX1) NFY120XFR","2019-04-01"
"329202","Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN1) NFY120XFO","2019-04-01"
"329203","Cheese, string (low-moisture, part-skim mozzarella), KRAFT (TX1) NFY120XFQ","2019-04-01"
"329204","Cheese, string (low-moisture, part-skim mozzarella), KRAFT (TX1) NFY120XFP","2019-04-01"
"329205","Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4I","2019-04-01"
"329206","Niacin, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4J","2019-04-01"
"329207","Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4K","2019-04-01"
"329208","Riboflavin, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4L","2019-04-01"
"329209","Selenium, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4M","2019-04-01"
"329210","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4N","2019-04-01"
"329211","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4O","2019-04-01"
"329212","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4P","2019-04-01"
"329213","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4Q","2019-04-01"
"329214","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4T","2019-04-01"
"329215","Vitamin K, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4R","2019-04-01"
"329216","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA, TX) -  CY121HN","2019-04-01"
"329217","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (TX1) NFY120XH3","2019-04-01"
"329218","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA) NFY120XH7","2019-04-01"
"329219","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (TX1) NFY120XH4","2019-04-01"
"329220","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA) NFY120XH6","2019-04-01"
"329221","Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6P","2019-04-01"
"329222","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6Q","2019-04-01"
"329223","Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6R","2019-04-01"
"329224","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA, CA1) -  CY121HP","2019-04-01"
"329225","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA1) NFY120XFU","2019-04-01"
"329226","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA1) NFY120XFV","2019-04-01"
"329227","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA1) NFY120XFW","2019-04-01"
"329228","Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7G","2019-04-01"
"329229","Pantothenic Acid, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7H","2019-04-01"
"329230","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7J","2019-04-01"
"329231","Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7K","2019-04-01"
"329232","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE, NC) -  CY121HR","2019-04-01"
"329233","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NC1) NFY120XG3","2019-04-01"
"329234","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NC1) NFY120XG4","2019-04-01"
"329235","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE1) NFY120XG6","2019-04-01"
"329236","Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X89","2019-04-01"
"329237","Pantothenic Acid, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X8A","2019-04-01"
"329238","Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X8B","2019-04-01"
"329239","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X8C","2019-04-01"
"329240","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ, IN) -  CY121HM","2019-04-01"
"329241","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IN1) NFY120XHC","2019-04-01"
"329242","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ1) NFY120XHO","2019-04-01"
"329243","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IN1) NFY120XHD","2019-04-01"
"329244","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ1) NFY120XHP","2019-04-01"
"329245","Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X68","2019-04-01"
"329246","Niacin, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X69","2019-04-01"
"329247","Riboflavin, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6A","2019-04-01"
"329248","Selenium, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6B","2019-04-01"
"329249","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6C","2019-04-01"
"329250","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6D","2019-04-01"
"329251","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6E","2019-04-01"
"329252","Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6F","2019-04-01"
"329253","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6G","2019-04-01"
"329254","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6H","2019-04-01"
"329255","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA, NJ) -  CY121HO","2019-04-01"
"329256","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA1) NFY120XHF","2019-04-01"
"329257","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NJ1) NFY120XHL","2019-04-01"
"329258","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA1) NFY120XHG","2019-04-01"
"329259","Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NJ1) NFY120XHM","2019-04-01"
"329260","Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X6Y","2019-04-01"
"329261","Niacin, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X6Z","2019-04-01"
"329262","Riboflavin, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X70","2019-04-01"
"329263","Selenium, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X71","2019-04-01"
"329264","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X72","2019-04-01"
"329265","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X73","2019-04-01"
"329266","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X74","2019-04-01"
"329267","Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X75","2019-04-01"
"329268","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X76","2019-04-01"
"329269","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X79","2019-04-01"
"329270","Vitamin K, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X77","2019-04-01"
"329271","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA, TX) -  CY121HT","2019-04-01"
"329272","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (TX1) NFY120XGI","2019-04-01"
"329273","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (TX1) NFY120XGJ","2019-04-01"
"329274","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA) NFY120XGL","2019-04-01"
"329275","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA) NFY120XGM","2019-04-01"
"329276","Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Y","2019-04-01"
"329277","Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Z","2019-04-01"
"329278","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X90","2019-04-01"
"329279","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY, CA2) -  CY121HQ","2019-04-01"
"329280","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY1) NFY120XFX","2019-04-01"
"329281","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (CA2) NFY120XG0","2019-04-01"
"329282","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (CA2) NFY120XG1","2019-04-01"
"329283","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY1) NFY120XFY","2019-04-01"
"329284","Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7Q","2019-04-01"
"329285","Niacin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7R","2019-04-01"
"329286","Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7S","2019-04-01"
"329287","Riboflavin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7T","2019-04-01"
"329288","Selenium, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7U","2019-04-01"
"329289","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7V","2019-04-01"
"329290","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7W","2019-04-01"
"329291","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7X","2019-04-01"
"329292","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7Y","2019-04-01"
"329293","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X80","2019-04-01"
"329294","Vitamin K, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7Z","2019-04-01"
"329295","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ, VA) -  CY121HS","2019-04-01"
"329296","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ1) NFY120XG8","2019-04-01"
"329297","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (VA) NFY120XGA","2019-04-01"
"329298","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (VA) NFY120XG9","2019-04-01"
"329299","Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8I","2019-04-01"
"329300","Niacin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8J","2019-04-01"
"329301","Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8K","2019-04-01"
"329302","Riboflavin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8L","2019-04-01"
"329303","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8M","2019-04-01"
"329304","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8N","2019-04-01"
"329305","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8O","2019-04-01"
"329306","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8P","2019-04-01"
"329307","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8S","2019-04-01"
"329308","Vitamin K, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8Q","2019-04-01"
"329309","Cheese, string (low-moisture, part-skim mozzarella), store brand (CA2, NC) -  CY121HW","2019-04-01"
"329310","Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (NC1) NFY120XI2","2019-04-01"
"329311","Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (NC1) NFY120XI3","2019-04-01"
"329312","Cheese, string (low-moisture, part-skim mozzarella), store brand, LUCERNE DAIRY FARMS (CA2) NFY120XI4","2019-04-01"
"329313","Cheese, string (low-moisture, part-skim mozzarella), store brand, LUCERNE DAIRY FARMS (CA2) NFY120XI5","2019-04-01"
"329314","Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XA7","2019-04-01"
"329315","Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XAA","2019-04-01"
"329316","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA, NJ) -  CY121HU","2019-04-01"
"329317","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NJ1) NFY120XGC","2019-04-01"
"329318","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NJ1) NFY120XGD","2019-04-01"
"329319","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA1) NFY120XGF","2019-04-01"
"329320","Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA1) NFY120XGG","2019-04-01"
"329321","Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X97","2019-04-01"
"329322","Niacin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X98","2019-04-01"
"329323","Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X99","2019-04-01"
"329324","Riboflavin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X9A","2019-04-01"
"329325","Selenium, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X9B","2019-04-01"
"329326","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X9C","2019-04-01"
"329327","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X9D","2019-04-01"
"329328","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X9E","2019-04-01"
"329329","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X9F","2019-04-01"
"329330","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X9G","2019-04-01"
"329331","Cheese, string (low-moisture, part-skim mozzarella), store brand, KROGER (KY, TX) -  CY121HV","2019-04-01"
"329332","Cheese, string (low-moisture, part-skim mozzarella), store brand, KROGER (TX1) NFY120XI7","2019-04-01"
"329333","Cheese, string (low-moisture, part-skim mozzarella), store brand, KROGER (KY1) NFY120XIA","2019-04-01"
"329334","Cheese, string (low-moisture, part-skim mozzarella), store brand, KROGER (KY1) NFY120XIB","2019-04-01"
"329335","Cheese, string (low-moisture, part-skim mozzarella), store brand, KROGER (TX1) NFY120XI8","2019-04-01"
"329336","Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9P","2019-04-01"
"329337","Niacin, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9Q","2019-04-01"
"329338","Riboflavin, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9R","2019-04-01"
"329339","Selenium, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9S","2019-04-01"
"329340","Thiamin, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9T","2019-04-01"
"329341","Vitamin B6, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9U","2019-04-01"
"329342","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9V","2019-04-01"
"329343","Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9W","2019-04-01"
"329344","Vitamin B12, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9X","2019-04-01"
"329345","Cholesterol, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9Y","2019-04-01"
"329346","Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1, NE, PA) -  CY121HX","2019-04-01"
"329347","Cheese, string (low-moisture, part-skim mozzarella), BORDEN (PA1) NFY120XHR","2019-04-01"
"329348","Cheese, string (low-moisture, part-skim mozzarella), BORDEN (NE1) NFY120XHY","2019-04-01"
"329349","Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1) NFY120XHU","2019-04-01"
"329350","Cheese, string (low-moisture, part-skim mozzarella), BORDEN (PA1) NFY120XHS","2019-04-01"
"329351","Cheese, string (low-moisture, part-skim mozzarella), BORDEN (NE1) NFY120XHZ","2019-04-01"
"329352","Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1) NFY120XHV","2019-04-01"
"329353","Minerals, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAH","2019-04-01"
"329354","Fatty Acids, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAM","2019-04-01"
"329355","Proximates, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAN","2019-04-01"
