"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code"
"325626","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","2016-03-22","","NC1","","","","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","77782008166"
"325627","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","","","NE1","","","","","HASTINGS","WALMART SUPERCENTER","NE","77782008166"
"325628","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","","","NE1","","","","","HASTINGS","WALMART SUPERCENTER","NE","77782008166"
"325642","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","2016-03-25","","PA1","","","","","PITTSBURGH","GIANT EAGLE MARKET","PA","77782008166"
"325643","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","2016-03-26","","CA1","","","","","PALMDALE","STATER BROS MARKET","CA","77782008166"
"325644","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","2016-03-26","","CA1","","","","","PALMDALE","STATER BROS MARKET","CA","77782008166"
"325645","ITALIAN PORK SAUSAGE, JOHNSONVILLE MILD, COOKED","2016-03-25","","PA1","","","","","PITTSBURGH","GIANT EAGLE MARKET","PA","77782008166"
"325660","White bread, store brand, KROGER BREAD, 20 oz package (IN) - NFY0909T2","2010-04-07","","","","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110001207"
"325661","White bread, store brand, AMERICAS CHOICE LARGE WHITE, 20 oz package (NY) - NFY0909RJ","2010-03-31","","","","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807170007"
"325670","White bread, store brand, KROGER BREAD, 20 oz package (MI) - NFY0909ZE","2010-04-06","","","","Retail store","","","PORT HURON","Kroger Store","MI","11110001207"
"325671","White bread, store brand, GREAT VALUE WHITE, 24 oz package (OK) - NFY0909ZG","2010-04-06","","","","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742285429"
"325680","White bread, store brand, SUNNYSIDE FARMS BREAD, 20 oz package (CA2) - NFY0909ST","","","","","Retail store","","2010-04-08","PLEASANTON","Albertsons","CA","71544205302"
"325681","White bread, store brand, LOWES FOOD STORE, 20 oz package (NC) - NFY090A1B","2010-04-04","","","","Retail store","","","HILLSBOROUGH","Lowes Food Store","NC","41643002005"
"325690","White bread, store brand, PUBLIX BREAD, 20 oz package (FL) - NFY0909SV","2010-04-04","","","","Retail store","","","LAKE WORTH","Publix Super Market","FL","41415300903"
"325699","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CA1) - NFY0909RE","2010-04-01","","","","Retail store","","","PARADISE","Safeway","CA","21130183395"
"325700","White bread, store brand, FOOD WORLD SANDWICH BREAD, 20 oz package (AL) - NFY090A6H","2010-04-08","","","","Retail store","","","TRUSSVILLE","Food World","AL","41180000152"
"325709","White bread, store brand, SHOP RITE ROUND TOP WHITE, 22 oz package (CT) - NFY0909RH","","","","","Retail store","","2010-04-04","WATERBURY","Shop Rite","CT","41190571918"
"325710","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CO) - NFY0909ZI","2010-04-04","","","","Retail store","","","DENVER","Safeway","CO","21130183395"
"325719","White bread, store brand, FOOD WORLD SANDWICH BREAD, 20 oz package (AL) - NFY090A6I","2010-04-08","","","","Retail store","","","TRUSSVILLE","Food World","AL","41180000152"
"325726","White bread, store brand, AMERICAS CHOICE LARGE WHITE, 20 oz package (NY) - NFY0909RK","2010-04-03","","","","Retail store","","","COLLEGE POINT","Waldbaum","NY","754807170007"
"325733","White bread, store brand, SUNNYSIDE FARMS BREAD, 20 oz package (CA2) - NFY0909SU","","","","","Retail store","","2010-04-06","PLEASANTON","Albertsons","CA","71544205302"
"325740","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CA1) - NFY0909RF","2010-04-01","","","","Retail store","","","PARADISE","Safeway","CA","21130183395"
"325747","White bread, store brand, KROGER BREAD, 20 oz package (IN) - NFY0909T3","2010-04-07","","","","Retail store","","","ANDERSON","Pay Less Super Market","IN","11110001207"
"325754","White bread, store brand, LOWES FOOD STORE, 20 oz package (NC) - NFY090A1C","2010-04-04","","","","Retail store","","","HILLSBOROUGH","Lowes Food Store","NC","41643002005"
"325761","White bread, store brand, SHOP RITE ROUND TOP WHITE, 22 oz package (CT) - NFY0909RI","","","","","Retail store","","2010-04-04","WATERBURY","Shop Rite","CT","41190571918"
"325768","White bread, store brand, KROGER BREAD, 20 oz package (MI) - NFY0909ZF","2010-04-04","","","","Retail store","","","PORT HURON","Kroger Store","MI","11110001207"
"325775","White bread, store brand, PUBLIX BREAD, 20 oz package (FL) - NFY0909SW","2010-04-04","","","","Retail store","","","LAKE WORTH","Publix Super Market","FL","41415300903"
"325782","White bread, store brand, GREAT VALUE WHITE, 24 oz package (OK) - NFY0909ZH","2010-04-06","","","","Retail store","","","SAPULPA","WalMart SuperCenter","OK","78742285429"
"325789","White bread, store brand, SAFEWAY PREMIUM WHITE, 22 oz package (CO) - NFY0909ZJ","2010-04-04","","","","Retail store","","","DENVER","Safeway","CO","21130183395"
"325796","White bread, PEPPERIDGE FARMS, 16 oz package (MO) - NFY090A5E","","","","","Retail store","","2010-03-31","BELTON","Hy-Vee","MO","14100071143"
"325797","White bread, PEPPERIDGE FARMS, 16 oz package (FL) - NFY090A6L","","","","","Retail store","","2010-04-07","LAKE WORTH","Publix Super Market","FL","14100071143"
"325811","White bread, PEPPERIDGE FARMS, 16 oz package (CO) - NFY090A32","2010-04-04","","","","Retail store","","","DENVER","Safeway","CO","14100071143"
"325812","White bread, PEPPERIDGE FARMS, 16 oz package (CT) - NFY090A33","2010-04-05","","","","Retail store","","","WATERBURY","Shop Rite","CT","14100071143"
"325826","White bread, PEPPERIDGE FARMS, 16 oz package (MI) - NFY090A6K","","","","","Retail store","","2010-04-07","PORT HURON","Kroger Store","MI","14100071143"
"325827","White bread, PEPPERIDGE FARMS, 16 oz package (NY) - NFY090A31","2010-04-05","","","","Retail store","","","COLLEGE POINT","Waldbaum","NY","14100071143"
"325828","White bread, PEPPERIDGE FARMS, 16 oz package (NC) - NFY090A1D","2010-04-03","","","","Retail store","4L123:13","","CARRBORO","Food Lion","NC","14100071143"
"325842","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (IN) - NFY0909T1","","","","","Retail store","","2010-04-10","ANDERSON","Pay Less Super Market","IN","72945705449"
"325843","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (MO) - NFY090A5D","","","","","Retail store","","2010-04-08","BELTON","Hy-Vee","MO","72945705449"
"325857","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (CA1) - NFY0909RG","","","","","Retail store","","2010-04-06","PARADISE","Safeway","CA","72945905449"
"325858","White bread, SARA LEE SOFT AND SMOOTH CLASSIC WHOLE, 20 oz package (AL) - NFY0909T0","","","","","Retail store","","2010-04-08","BESSEMER","WalMart Supercenter","AL","72945705449"
"325873","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-01-22","","IN1","","","P963 513023635 R12:16","","NEWBURGH","WALMART","IN","642205549757"
"325874","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-01-22","","IN1","","","P963 512823575 S16:00","","NEWBURGH","WALMART","IN","642205549757"
"325875","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-01-22","","IN1","","","P963 513023635 R12:16","","NEWBURGH","WALMART","IN","642205549757"
"325876","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-01-22","","IN1","","","P963 513023635 R12:16","","NEWBURGH","WALMART","IN","642205549757"
"325882","TURKEY BREAKFAST SAUSAGE, HILLSHIRE SMOKED","2016-03-08","","NC1","","","P-2435 01A 02:29:35","","ROANOKE RAPIDS","FOOD LION","NC","44500341157"
"325883","TURKEY BREAKFAST SAUSAGE, HILLSHIRE SMOKED","2016-03-08","","NC1","","","P-2435 01C 02:28:58","","ROANOKE RAPIDS","FOOD LION","NC","44500341157"
"325884","TURKEY BREAKFAST SAUSAGE, HILLSHIRE SMOKED","2016-03-28","","NC1","","","P-2485 01C 12:30:58","","ROANOKE RAPIDS","FOOD LION","NC","44500341157"
"325885","TURKEY BREAKFAST SAUSAGE, HILLSHIRE SMOKED","2016-03-28","","NC1","","","P-2435 01A 12:30:53","","ROANOKE RAPIDS","FOOD LION","NC","44500341157"
"325892","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-01-30","","TX1","","","10:06 A015332510 06","","HOUSTON","HEB","TX","77900192579"
"325893","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-02-02","","TX1","","","1842 P32166 A015335520 07","","HOUSTON","HEB","TX","77900192579"
"325894","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-02-02","","TX1","","","1842 P32166 A015335520 07","","HOUSTON","HEB","TX","77900192579"
"325895","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-02-02","","TX1","","","1842 32166 A015335520 07","","HOUSTON","HEB","TX","77900192579"
"325896","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-01-30","","AZ1","","","20:55 A015332520 06","","TUCSON","BASHAS MARKET","AZ","77900192579"
"325897","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-01-30","","AZ1","","","20:55 A015332520 06","","TUCSON","BASHAS MARKET","AZ","77900192579"
"325898","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-01-30","","AZ1","","","20:55 A015332520 06","","TUCSON","BASHAS MARKET","AZ","77900192579"
"325899","TURKEY BREAKFAST SAUSAGE, JIMMY DEAN","2016-01-26","","AZ1","","","11:18 A015328510 05","","TUCSON","BASHAS MARKET","AZ","77900192579"
"325911","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-01-23","","NE1","","","P963 513123645 I14:18","","HASTINGS","WALMART SUPERCENTER","NE","642205549757"
"325912","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-01-23","","NE1","","","P963 513123645 I14:18","","HASTINGS","WALMART SUPERCENTER","NE","642205549757"
"325913","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-01-23","","NE1","","","P963 513123645 I14:18","","HASTINGS","WALMART SUPERCENTER","NE","642205549757"
"325914","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-10-09","","KY1","","","P963 510902805 N16:22","","HARRODSBURG","KROGER","KY","642205551071"
"325915","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-10-09","","KY1","","","P963 510902805 N16:22","","HARRODSBURG","KROGER","KY","642205551071"
"325916","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE WHITE","2016-10-09","","KY1","","","P963 510902805 N16:22","","HARRODSBURG","KROGER","KY","642205551071"
"325930","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-01-27","","TX1","","","34225 FF011 P579","","HOUSTON","RANDALLS FOOD MARKET","TX","42222134057"
"325931","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-01-28","","TX1","","","34385 FF023 P579","","HOUSTON","RANDALLS FOOD MARKET","TX","42222134057"
"325932","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-01-27","","TX1","","","34225 FF010 P579","","HOUSTON","RANDALLS FOOD MARKET","TX","42222134057"
"325933","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-09","","NC1","","","35575 FF021 P579","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","42222134057"
"325934","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-18","","NC1","","","35575 FF021 P551","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","42222134057"
"325935","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-09","","NC1","","","35575 FF021 P579","","ROANOKE RAPIDS","WALMART SUPERCENTER","NC","42222134057"
"325949","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE FRESH","2016-01-24","","PA1","","","P-963 600610046 R11:18","","PITTSBURGH","GIANT EAGLE MARKET","PA","642205518029"
"325950","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE FRESH","2016-01-24","","PA1","","","P-963 600610046 R11:18","","PITTSBURGH","GIANT EAGLE MARKET","PA","642205518029"
"325951","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE FRESH","2016-01-24","","PA1","","","P-963 600610046 R11:18","","PITTSBURGH","GIANT EAGLE MARKET","PA","642205518029"
"325952","TURKEY BREAKFAST SAUSAGE, HONEYSUCKLE FRESH","2016-01-24","","PA1","","","P-963 600610046 R11:18","","PITTSBURGH","GIANT EAGLE MARKET","PA","642205518029"
"325957","TURKEY BREAKFAST SAUSAGE, BUTTERBALL","2016-10-22","","GA1","","","5295","","LOCUST GROVE","INGLES SUPERMARKET","GA","22655701866"
"325958","TURKEY BREAKFAST SAUSAGE, BUTTERBALL","2016-10-22","","GA1","","","5295","","LOCUST GROVE","INGLES SUPERMARKET","GA","22655701866"
"325959","TURKEY BREAKFAST SAUSAGE, BUTTERBALL","2016-10-22","","GA1","","","5295","","LOCUST GROVE","INGLES SUPERMARKET","GA","22655701866"
"325960","TURKEY BREAKFAST SAUSAGE, BUTTERBALL","2016-10-22","","GA1","","","5295","","LOCUST GROVE","INGLES SUPERMARKET","GA","22655701866"
"325971","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-09","","CA2","","","35575 FF0 21 P579","","BONITA","VONS MARKET","CA","42222134057"
"325972","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-09","","CA2","","","35575 FF0 21 P579","","BONITA","VONS MARKET","CA","42222134057"
"325973","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-09","","CA2","","","35575 FF0 21 P579","","BONITA","VONS MARKET","CA","42222134057"
"325974","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-11","","IN1","","","35775 FF021 P579","","NEWBURGH","WALMART","IN","42222134057"
"325975","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-10","","IN1","","","35685 FF023 P579","","NEWBURGH","WALMART","IN","42222134057"
"325976","TURKEY BREAKFAST SAUSAGE, JENNIE O - MILD","2016-02-10","","IN1","","","35685 FF023 P579","","NEWBURGH","WALMART","IN","42222134057"
"325994","Swiss Cheese Slices, SARGENTO (FL) 18c-FL-SWC-75","","","","","Retail store","","","Lake Worth","Publix Super Market","FL",""
"325999","Swiss Cheese Slices, SARGENTO (OK) 18c-OK-SWC-169","","","","","Retail store","","","Sapulpa","WalMart SuperCenter","OK",""
"326000","Swiss Cheese Slices, SARGENTO (MI) 18c-MI-SWC-109","","","","","Retail store","","","Port Huron","Kroger Store","MI",""
"326005","Swiss Cheese Slices, SARGENTO (AL) 18c-AL-SWC-9","","","","","Retail store","","","Bessemer","WalMart Supercenter","AL",""
"326006","Swiss Cheese Slices, SARGENTO (CA1) 18c-CA1-SWC-17","","","","","Retail store","","","Chico","Winco Foods","CA",""
"326011","Swiss Cheese Slices, SARGENTO (CO) 18c-CO-SWC-50","","","","","Retail store","","","Denver","Safeway","CO",""
"326012","Swiss Cheese Slices, SARGENTO (CT) 18c-CT-SWC-62","","","","","Retail store","","","Waterbury","Price Chopper","CT",""
"326025","Swiss Cheese Slices, FOODLION (NC) 18c-NC-SWC-132","","","","","Retail store","","","CARRBORO","Food Lion","NC",""
"326026","Swiss Cheese Slices, AMERICAN CHOICE (NY) 18c-NY-SWC-149","","","","","Retail store","","","College Point","Waldbaum","NY",""
"326031","Swiss Cheese Slices, SARGENTO (NC) 18c-NC-SWC-133","","","","","Retail store","","","CARRBORO","Food Lion","NC",""
"326032","Swiss Cheese Slices, SARGENTO (CA2) 18c-CA2-SWC-39","","","","","Retail store","","","SAN RAMON","Safeway","CA",""
"326052","Swiss Cheese Slices, PIGGLY WIGGLY (AL) 18c-AL-SWC-14","","","","","Retail store","","","Birmingham","Piggly Wiggly","AL",""
"326053","Swiss Cheese Slices, STORE BRAND (CA1) 18c-CA1-SWC-181","","","","","Retail store","","","Chico","Winco Foods","CA",""
"326058","Swiss Cheese Slices, SARGENTO (NY) 18c-NY-SWC-150","","","","","Retail store","","","College Point","Waldbaum","NY",""
"326059","Swiss Cheese Slices, SARGENTO (IN) 18c-IN-SWC-95","","","","","Retail store","","","Anderson","Walmart Supercenter","IN",""
"326077","Swiss Cheese Slices, SHOP RITE (CT) 18c-CT-SWC-63","","","","","Retail store","","","Waterbury","Price Chopper","CT",""
"326078","Swiss Cheese Slices, GREAT VALUE (OK) 18c-OK-SWC-168","","","","","Retail store","","","Sapulpa","WalMart SuperCenter","OK",""
"326083","Swiss Cheese Slices, KROGER  (IN) 18c-IN-SWC-94","","","","","Retail store","","","Anderson","Pay Less Super Market","IN",""
"326084","Swiss Cheese Slices, KROGER (MI) 18c-MI-SWC-108","","","","","Retail store","","","Port Huron","Kroger Store","MI",""
"326101","Swiss Cheese Slices, PUBLIX (FL) 18c-FL-SWC-74","","","","","Retail store","","","Lake Worth","Publix Super Market","FL",""
"326102","Swiss Cheese Slices, HYVEE (MO) 18c-MO-SWC-121","","","","","Retail store","","","Belton","Hy-Vee","MO",""
"326115","Swiss Cheese Slices, LUCERNE (CA2) 18c-CA2-SWC-38","","","","","Retail store","","","SAN RAMON","Safeway","CA",""
"326116","Swiss Cheese Slices, LUCERNE (CO) 18c-CO-SWC-49","","","","","Retail store","","","Denver","Safeway","CO",""
"326137","KALE, FROZEN, AS PURCHASED","2017-04-30","","CA2","","","0128","","BONITA","VONS MARKET","CA","42563015923"
"326138","KALE, FROZEN, AS PURCHASED","2017-01-31","","KY1","","","AM52X12121","","HARRODSBURG","WALMART SUPERCENTER","KY","78742059303"
"326142","KALE, FROZEN, AS PURCHASED","2017-06-22","","NJ1","","","2236","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","41190400348"
"326143","KALE, FROZEN, AS PURCHASED","2017-06-22","","NJ1","","","2237","","NORTH BRUNSWICK","SAKER SHOPRITE","NJ","41190400348"
"326147","KALE, FROZEN, AS PURCHASED","2017-02-08","","IN1","","","0395BQ L","","NEWBURGH","SCHNUCK MARKET","IN","70560882415"
"326148","KALE, FROZEN, AS PURCHASED","2016-12-18","","AZ1","","","S3904 0936","","TUCSON","SAFEWAY","AZ","79893402826"
"326152","KALE, FROZEN, AS PURCHASED","2017-07-03","","TX1","","","1845BC R","","HOUSTON","HEB","TX","70560882415"
"326153","KALE, FROZEN, AS PURCHASED","2017-05-07","","IA","","","1827","","ESTHERVILLE","HY VEE FOOD STORE","IA","75450083231"
"326166","KALE, FROZEN, AS PURCHASED","2017-08-18","","NC1","","","1105","","ROANOKE RAPIDS","WALMART ","NC","78742059303"
"326167","KALE, FROZEN, AS PURCHASED","2017-01-31","","NE1","","","AM512X12241","","HASTINGS","Walmart Supercenter","NE","78742059303"
"326181","KALE, FROZEN, AS PURCHASED","2017-04-23","","CA1","","","6180042317 1853","","PALMDALE","WALMART SUPERCENTER","CA","848737003792"
"326182","KALE, FROZEN, AS PURCHASED","2017-07-24","","PA1","","","2055 BT L","","PITTSBURGH","GIANT EAGLE MARKET","PA","70560882415"
"326198","Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H0","","","","","Retail store","","","SPRINGFIELD","Price Cutter","MO",""
"326199","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, IL2, NF9912KT","","","","","Retail store","","","WHEATON","Dominicks Finer Foods (store #126)","IL",""
"326200","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DQ","","","","","Retail store","","","LONGVIEW","Fred Meyer Store LV (store #185)","WA",""
"326201","Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129K","","","","","Retail store","","","MENA","Wal Mart Supercenter (store #67)","AR",""
"326202","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912C2","","","","","Retail store","","","FRANKLIN","Giant Eagle Supermarket (store #681)","PA",""
"326203","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J0","","","","","Retail store","","","FRANKLIN","Kroger Store (store #528)","TN",""
"326204","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128Q","","","","","Retail store","","","CONROE","Kroger Store (store #986)","TX",""
"326205","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912D2","","","","","Retail store","","","BEAUMONT","Wal Mart Supercenter (store #651)","TX",""
"326206","Carrots, Crinkle Cut, Flavrpac, Frozen, 16oz, OR/WA2, NF9912WX","","","","","Retail store","","","VANCOUVER","Albertsons Store (store #584)","WA",""
"326207","Carrots, Crinkle Cut, Store Brand, Frozen, 10oz, NY/NJ1, NF9912GC","","","","","Retail store","","","SPRINGFIELD","Shoprite Supermarket (store #33)","NJ",""
"326208","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912HC","","","","","Retail store","","","LOS ANGELES","Albertsons Store (store #687)","CA",""
"326209","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FI","","","","","Retail store","","","CANONSBURG","Giant Eagle Market (store #70)","PA",""
"326218","Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H4","","","","","Retail store","","","SPRINGFIELD","Price Cutter","MO",""
"326219","Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GG","","","","","Retail store","","","SPRINGFIELD","Shoprite Supermarket (store #33)","NJ",""
"326220","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, IL2, NF9912KW","","","","","Retail store","","","WHEATON","Dominicks Finer Foods (store #126)","IL",""
"326221","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DU","","","","","Retail store","","","LONGVIEW","Fred Meyer Store LV (store #185)","WA",""
"326222","Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129O","","","","","Retail store","","","MENA","Wal Mart Supercenter (store #67)","AR",""
"326223","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912D6","","","","","Retail store","","","BEAUMONT","Wal Mart Supercenter (store #651)","TX",""
"326224","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912C6","","","","","Retail store","","","FRANKLIN","Giant Eagle Supermarket (store #681)","PA",""
"326225","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J4","","","","","Retail store","","","FRANKLIN","Kroger Store (store #528)","TN",""
"326226","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128U","","","","","Retail store","","","CONROE","Kroger Store (store #986)","TX",""
"326227","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912HG","","","","","Retail store","","","LOS ANGELES","Albertsons Store (store #687)","CA",""
"326228","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, OR/WA2, NF9912X0","","","","","Retail store","","","VANCOUVER","Albertsons Store (store #584)","WA",""
"326229","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FM","","","","","Retail store","","","CANONSBURG","Giant Eagle Market (store #70)","PA",""
"326238","Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H5","","","","","Retail store","","","SPRINGFIELD","Price Cutter","MO",""
"326239","Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129P","","","","","Retail store","","","MENA","Wal Mart Supercenter (store #67)","AR",""
"326240","Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GH","","","","","Retail store","","","SPRINGFIELD","Shoprite Supermarket (store #33)","NJ",""
"326241","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DV","","","","","Retail store","","","LONGVIEW","Fred Meyer Store LV (store #185)","WA",""
"326242","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912D7","","","","","Retail store","","","BEAUMONT","Wal Mart Supercenter (store #651)","TX",""
"326243","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912C7","","","","","Retail store","","","FRANKLIN","Giant Eagle Supermarket (store #681)","PA",""
"326244","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J5","","","","","Retail store","","","FRANKLIN","Kroger Store (store #528)","TN",""
"326245","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128V","","","","","Retail store","","","CONROE","Kroger Store (store #986)","TX",""
"326246","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA2, NF9912FN","","","","","Retail store","","","CANONSBURG","Giant Eagle Market (store #70)","PA",""
"326247","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, CA1, NF9912HH","","","","","Retail store","","","LOS ANGELES","Albertsons Store (store #687)","CA",""
"326248","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, OR/WA2, NF9912X1","","","","","Retail store","","","VANCOUVER","Albertsons Store (store #584)","WA",""
"326266","Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129S","","","","","Retail store","","","MENA","Wal Mart Supercenter (store #67)","AR",""
"326267","Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H8","","","","","Retail store","","","SPRINGFIELD","Price Cutter","MO",""
"326268","Carrots, Julienne, Eco Terra, Frozen, 16oz, PA2, NF9912FQ","","","","","Retail store","","","CANONSBURG","Giant Eagle Market (store #70)","PA",""
"326269","Carrots, Sliced, Pictsweet, Frozen, 16oz, CA1, NF9912HK","","","","","Retail store","","","LOS ANGELES","Albertsons Store (store #687)","CA",""
"326270","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX3, NF9912DA","","","","","Retail store","","","BEAUMONT","Wal Mart Supercenter (store #651)","TX",""
"326271","Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GK","","","","","Retail store","","","SPRINGFIELD","Shoprite Supermarket (store #33)","NJ",""
"326272","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, IL2, NF9912KZ","","","","","Retail store","","","WHEATON","Dominicks Finer Foods (store #126)","IL",""
"326273","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DY","","","","","Retail store","","","LONGVIEW","Fred Meyer Store LV (store #185)","WA",""
"326274","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, PA4, NF9912CA","","","","","Retail store","","","FRANKLIN","Giant Eagle Supermarket (store #681)","PA",""
"326275","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TN2, NF9912J8","","","","","Retail store","","","FRANKLIN","Kroger Store (store #528)","TN",""
"326276","Carrots, Crinkle Cut, Store Brand, Frozen, 16oz, TX2, NF99128Y","","","","","Retail store","","","CONROE","Kroger Store (store #986)","TX",""
"326286","Carrots, Crinkle Cut, Westpac, Frozen, 16oz, MO2, NF9912H1","","","","","Retail store","","","SPRINGFIELD","Price Cutter","MO",""
"326287","Carrots, Crinkle Cut, Store Brand, Frozen, 20oz, NY/NJ1, NF9912GD","","","","","Retail store","","","SPRINGFIELD","Shoprite Supermarket (store #33)","NJ",""
"326288","Carrots, Crinkle Cut, Store Brand, Frozen, 24oz, OR/WA4, NF9912DR","","","","","Retail store","","","LONGVIEW","Fred Meyer Store LV (store #185)","WA",""
"326289","Carrots, Crinkle Cut, Vip, Frozen, 16oz, AR1, NF99129L","","","","","Retail store","","","MENA","Wal Mart Supercenter (store #67)","AR",""
