"fdc_id","brand_description","expiration_date","label_weight","location","acquisition_date","sales_type","sample_lot_nbr","sell_by_date","store_city","store_name","store_state","upc_code"
"329735","Dry white cheese, Queso seco, LA FE COTIJA (FL) - NFY0901GQ","2010-02-20","","","","Retail store","","","Olathe","Winn Dixie","KS","23545401095"
"329736","Dry white cheese, Queso seco, CACIQUE COTIJA (CA) - NFY0901HR","2010-05-06","","","","Retail store","","","CHINO","Superior","CA","74562001102"
"329737","Dry white cheese, Queso seco, CACIQUE COTIJA (CA) - NFY0901HQ","2010-05-06","","","","Retail store","","","CHINO","Superior","CA","74562001102"
"329738","Dry white cheese, Queso seco, LA FE COTIJA (FL) - NFY0901GR","2010-02-20","","","","Retail store","","","Olathe","Winn Dixie","KS","23545401095"
"329752","Dry white cheese, Queso seco, EL MEXICANO (NV) - NFY0901F4","2009-10-18","","","","Retail store","AJEK021","","Lake Worth","Liborio Markets","FL","42743123103"
"329753","Dry white cheese, Queso seco, QUESOS LA RICURA LIMITED TM (TX) - NFY0901KB","","","","","Retail store","2","2009-08-15","Raleigh","Fiesta","NC","769087000128"
"329754","Dry white cheese, Queso seco, EL MEXICANO (NV) - NFY0901F5","2009-10-18","","","","Retail store","AJEK021","","Lake Worth","Liborio Markets","FL","42743123103"
"329755","Dry white cheese, Queso seco, QUESOS LA RICURA LIMITED TM (TX) - NFY0901KA","","","","","Retail store","2","2009-08-15","Raleigh","Fiesta","NC","769087000128"
"329769","Dry white cheese, Queso seco, EL MEXICANO BRAND (CA) - NFY0901HL","2009-11-28","","","","Retail store","","","OAKLAND","Mi Pueblo Food Center","CA","42743123103"
"329770","Dry white cheese, Queso seco, EL MEXICANO BRAND (CA) - NFY0901HM","2009-11-28","","","","Retail store","","","OAKLAND","Mi Pueblo Food Center","CA","42743123103"
"329784","Dry white cheese, Queso seco, LA CREMOSITA (MD) - NFY0901EL","","","","","Retail store","244","2009-08-30","Chico","Shoppers","CA","890237000498"
"329785","Dry white cheese, Queso seco, CACIQUE (NM) - NFY0901GV","2010-05-05","","","","Retail store","20","","Englewood","Lowes Fiesta Foods","CO","74562001102"
"329786","Dry white cheese, Queso seco, LA CREMOSITA (MD) - NFY0901EM","","","","","Retail store","244","2009-08-30","Chico","Shoppers","CA","890237000498"
"329787","Dry white cheese, Queso seco, CACIQUE COTIJA (NM) - NFY0901GU","2010-05-05","","","","Retail store","20","","Englewood","Lowes Fiesta Foods","CO","74562001102"
"329807","Dry white cheese, Queso seco, QUESOS LA RICURA LIMITED (NY) - NFY0901F7","","","","","Retail store","5","2009-09-05","Overland Park","Pioneer","KS","769087003259"
"329808","Dry white cheese, Queso seco, QUESOS LA RICURA LIMITED (NY) - NFY0901F6","","","","","Retail store","5","2009-09-05","Overland Park","Pioneer","KS","769087003259"
"329809","Dry white cheese, Queso seco, QUESOS LA RICURA LIMITED TM (TX) - NFY0901HE","","","","","Retail store","1","2009-08-29","Tulsa","Fiesta 25","OK","769087000128"
"329810","Dry white cheese, Queso seco, QUESOS LA RICURA LIMITED TM (TX) - NFY0901HD","","","","","Retail store","1","2009-08-29","Tulsa","Fiesta 25","OK","769087000128"
"329832","Greek yogurt, CHOBANI PLAIN NON-FAT (NY1) - NFY090ZVQ","2012-05-16","","","","Retail store","","","","Waldbaum","","894700010076"
"329833","Greek yogurt, CHOBANI PLAIN NON-FAT (NY1) - NFY090ZVR","2012-05-16","","","","Retail store","","","","Waldbaum","","894700010076"
"329834","Greek yogurt, CHOBANI PLAIN NON-FAT (NY1) - NFY090ZVS","2012-05-16","","","","Retail store","","","","Waldbaum","","894700010076"
"329838","Greek yogurt, CHOBANI PLAIN NON-FAT (MO1) - NFY090ZP9","2012-05-09","","","","Retail store","","","","Hy-Vee","","894700010014"
"329839","Greek yogurt, CHOBANI PLAIN NON-FAT (MO1) - NFY090ZP6","2012-05-09","","","","Retail store","","","","Hy-Vee","","894700010014"
"329840","Greek yogurt, CHOBANI PLAIN NON-FAT (MO1) - NFY090ZPA","2012-05-09","","","","Retail store","","","","Hy-Vee","","894700010014"
"329841","Greek yogurt, CHOBANI PLAIN NON-FAT (MO1) - NFY090ZP7","2012-05-09","","","","Retail store","","","","Hy-Vee","","894700010014"
"329842","Greek yogurt, CHOBANI PLAIN NON-FAT (MO1) - NFY090ZP8","2012-05-09","","","","Retail store","","","","Hy-Vee","","894700010014"
"329843","Greek yogurt, CHOBANI PLAIN NON-FAT (FL1) - NFY090ZTJ","2012-05-14","","","","Retail store","","","","WalMart SuperCenter","","894700010137"
"329847","Greek yogurt, FAGE PLAIN NONFAT (IN1) - NFY090ZPN","2012-05-15","","","","Retail store","","","","Pay Less Super Market","","689544083016"
"329848","Greek yogurt, FAGE PLAIN NONFAT (IN1) - NFY090ZPM","2012-05-15","","","","Retail store","","","","Pay Less Super Market","","689544083016"
"329849","Greek yogurt, FAGE PLAIN NONFAT (NY1) - NFY090ZVU","2012-05-24","","","","Retail store","","","","Waldbaum","","689544083016"
"329850","Greek yogurt, FAGE PLAIN NONFAT (NY1) - NFY090ZVT","2012-05-24","","","","Retail store","","","","Waldbaum","","689544083016"
"329854","Greek yogurt, CHOBANI PLAIN NON-FAT (CA2) - NFY0910IP","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329855","Greek yogurt, CHOBANI PLAIN NON-FAT (NC1) - NFY090ZOM","2012-05-05","","","","Retail store","","","","Harris Teeter","","894700010014"
"329856","Greek yogurt, CHOBANI PLAIN NON-FAT (CA2) - NFY0910IQ","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329857","Greek yogurt, CHOBANI PLAIN NON-FAT (NC1) - NFY090ZON","2012-05-05","","","","Retail store","","","","Harris Teeter","","894700010014"
"329858","Greek yogurt, CHOBANI PLAIN NON-FAT (CA2) - NFY0910IT","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329859","Greek yogurt, CHOBANI PLAIN NON-FAT (NC1) - NFY090ZOQ","2012-05-05","","","","Retail store","","","","Harris Teeter","","894700010014"
"329860","Greek yogurt, CHOBANI PLAIN NON-FAT (CA2) - NFY0910IO","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329861","Greek yogurt, CHOBANI PLAIN NON-FAT (NC1) - NFY090ZOL","2012-05-05","","","","Retail store","","","","Harris Teeter","","894700010014"
"329862","Greek yogurt, CHOBANI PLAIN NON-FAT (NC1) - NFY090ZOP","2012-05-05","","","","Retail store","","","","Harris Teeter","","894700010014"
"329863","Greek yogurt, CHOBANI PLAIN NON-FAT (CA2) - NFY0910IS","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329864","Greek yogurt, CHOBANI PLAIN NON-FAT (CA2) - NFY0910IN","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329865","Greek yogurt, CHOBANI PLAIN NON-FAT (CA2) - NFY0910IR","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329866","Greek yogurt, CHOBANI PLAIN NON-FAT (NC1) - NFY090ZOK","2012-05-05","","","","Retail store","","","","Harris Teeter","","894700010014"
"329867","Greek yogurt, CHOBANI PLAIN NON-FAT (NC1) - NFY090ZOO","2012-05-05","","","","Retail store","","","","Harris Teeter","","894700010014"
"329871","Greek yogurt, FAGE PLAIN NONFAT (OK1) - NFY0910J8","2012-05-17","","","","Retail store","","","","WalMart SuperCenter","","689544083016"
"329875","Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY090ZTV","2012-05-23","","","","Retail store","","","","Publix Super Market","","689544080008"
"329876","Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY090ZTW","2012-05-23","","","","Retail store","","","","Publix Super Market","","689544080008"
"329877","Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY090ZTX","2012-05-23","","","","Retail store","","","","Publix Super Market","","689544080008"
"329878","Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY090ZTU","2012-05-23","","","","Retail store","","","","Publix Super Market","","689544080008"
"329879","Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY090ZTT","2012-05-23","","","","Retail store","","","","Publix Super Market","","689544080008"
"329880","Greek yogurt, FAGE PLAIN NONFAT (FL1) - NFY090ZTZ","2012-05-23","","","","Retail store","","","","Publix Super Market","","689544080008"
"329884","Greek yogurt, CHOBANI PLAIN NON-FAT (CA1) - NFY090ZWG","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329885","Greek yogurt, CHOBANI PLAIN NON-FAT (AL1) - NFY090ZSV","2012-05-14","","","","Retail store","","","","WalMart Supercenter","","894700010137"
"329886","Greek yogurt, CHOBANI PLAIN NON-FAT (CA1) - NFY090ZWF","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329887","Greek yogurt, CHOBANI PLAIN NON-FAT (CA1) - NFY090ZWJ","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329888","Greek yogurt, CHOBANI PLAIN NON-FAT (CA1) - NFY090ZWI","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329889","Greek yogurt, CHOBANI PLAIN NON-FAT (CA1) - NFY090ZWH","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329906","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXZ","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329907","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXU","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329908","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZWX","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329909","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZX1","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329910","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXW","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329911","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZX2","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329912","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXV","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329913","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZWY","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329914","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXX","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329915","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZX3","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329916","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXS","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329917","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZWZ","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329918","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXY","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329919","Greek yogurt, CHOBANI PLAIN NON-FAT (CT1) - NFY090ZXT","2012-06-01","","","","Retail store","","","","Shop Rite","","894700010014"
"329920","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZWW","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329921","Greek yogurt, CHOBANI PLAIN NON-FAT (CO1) - NFY090ZX0","2012-05-28","","","","Retail store","","","","Safeway","","894700010014"
"329934","Greek yogurt, FAGE PLAIN NONFAT (CO1) - NFY090ZWU","2012-05-25","","","","Retail store","","","","Safeway","","689544083016"
"329935","Greek yogurt, FAGE PLAIN NONFAT (CT1) - NFY090ZY1","2012-05-29","","","","Retail store","","","","Shop Rite","","689544080008"
"329936","Greek yogurt, FAGE PLAIN NONFAT (CT1) - NFY090ZY0","2012-04-30","","","","Retail store","","","","Shop Rite","","689544080008"
"329937","Greek yogurt, FAGE PLAIN NONFAT (CT1) - NFY090ZY5","2012-05-29","","","","Retail store","","","","Shop Rite","","689544080008"
"329938","Greek yogurt, FAGE PLAIN NONFAT (CT1) - NFY090ZY3","2012-05-29","","","","Retail store","","","","Shop Rite","","689544080008"
"329939","Greek yogurt, FAGE PLAIN NONFAT (CT1) - NFY090ZY2","2012-05-29","","","","Retail store","","","","Shop Rite","","689544080008"
"329952","Greek yogurt, CHOBANI PLAIN NON-FAT (MI1) - NFY090ZX4","2012-05-27","","","","Retail store","","","","Kroger Store","","894700010014"
"329953","Greek yogurt, CHOBANI PLAIN NON-FAT (MI1) - NFY090ZX8","2012-05-27","","","","Retail store","","","","Kroger Store","","894700010014"
"329954","Greek yogurt, CHOBANI PLAIN NON-FAT (MI1) - NFY090ZX7","2012-05-27","","","","Retail store","","","","Kroger Store","","894700010014"
"329955","Greek yogurt, CHOBANI PLAIN NON-FAT (OK1) - NFY0910J6","2012-05-14","","","","Retail store","","","","WalMart SuperCenter","","894700010137"
"329956","Greek yogurt, CHOBANI PLAIN NON-FAT (MI1) - NFY090ZX6","2012-05-27","","","","Retail store","","","","Kroger Store","","894700010014"
"329957","Greek yogurt, CHOBANI PLAIN NON-FAT (MI1) - NFY090ZX5","2012-05-27","","","","Retail store","","","","Kroger Store","","894700010014"
"329974","Greek yogurt, FAGE PLAIN NONFAT (CA1) - NFY090ZW2","2012-05-17","","","","Retail store","","","","Safeway","","689544080008"
"329975","Greek yogurt, FAGE PLAIN NONFAT (CA1) - NFY090ZW3","2012-05-17","","","","Retail store","","","","Safeway","","689544080008"
"329976","Greek yogurt, FAGE PLAIN NONFAT (AL1) - NFY090ZSX","2012-05-25","","","","Retail store","","","","WalMart Supercenter","","689544083016"
"329977","Greek yogurt, FAGE PLAIN NONFAT (CA1) - NFY090ZW4","2012-05-17","","","","Retail store","","","","Safeway","","689544080008"
"329978","Greek yogurt, FAGE PLAIN NONFAT (CA1) - NFY090ZW1","2012-05-17","","","","Retail store","","","","Safeway","","689544080008"
"329979","Greek yogurt, FAGE PLAIN NONFAT (CA1) - NFY090ZW5","2012-05-17","","","","Retail store","","","","Safeway","","689544080008"
"329994","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1) - NFY090ZPQ","2012-05-22","","","","Retail store","","","","Pay Less Super Market","","36632027146"
"329995","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NY1) - NFY090ZVY","2012-05-08","","","","Retail store","","","","Waldbaum","","36632027146"
"329996","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NY1) - NFY090ZVZ","2012-05-08","","","","Retail store","","","","Waldbaum","","36632027146"
"329997","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1) - NFY090ZPR","2012-05-22","","","","Retail store","","","","Pay Less Super Market","","36632027146"
"329998","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NY1) - NFY090ZVV","2012-05-08","","","","Retail store","","","","Waldbaum","","36632027146"
"329999","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1) - NFY090ZPO","2012-05-22","","","","Retail store","","","","Pay Less Super Market","","36632027146"
"330000","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NY1) - NFY090ZW0","2012-05-08","","","","Retail store","","","","Waldbaum","","36632027146"
"330001","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1) - NFY090ZPS","2012-05-22","","","","Retail store","","","","Pay Less Super Market","","36632027146"
"330002","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NY1) - NFY090ZVW","2012-05-08","","","","Retail store","","","","Waldbaum","","36632027146"
"330003","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1) - NFY090ZPP","2012-05-22","","","","Retail store","","","","Pay Less Super Market","","36632027146"
"330004","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (IN1) - NFY090ZPT","2012-05-22","","","","Retail store","","","","Pay Less Super Market","","36632027146"
"330005","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NY1) - NFY090ZVX","2012-05-08","","","","Retail store","","","","Waldbaum","","36632027146"
"330009","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY090ZXE","2012-05-08","","","","Retail store","","","","Kroger Store","","36632027146"
"330010","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY090ZXI","2012-05-08","","","","Retail store","","","","Kroger Store","","36632027146"
"330011","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY090ZXF","2012-05-08","","","","Retail store","","","","Kroger Store","","36632027146"
"330012","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY090ZXJ","2012-05-08","","","","Retail store","","","","Kroger Store","","36632027146"
"330013","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY090ZXG","2012-05-08","","","","Retail store","","","","Kroger Store","","36632027146"
"330014","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY090ZXD","2012-05-08","","","","Retail store","","","","Kroger Store","","36632027146"
"330015","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MI1) - NFY090ZXH","2012-05-08","","","","Retail store","","","","Kroger Store","","36632027146"
"330019","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NC1) - NFY090ZP1","2012-05-08","","","","Retail store","","","","Harris Teeter","","36632027146"
"330020","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2) - NFY0910IK","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330021","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2) - NFY0910IG","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330022","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NC1) - NFY090ZOY","2012-05-08","","","","Retail store","","","","Harris Teeter","","36632027146"
"330023","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NC1) - NFY090ZP3","2012-05-08","","","","Retail store","","","","Harris Teeter","","36632027146"
"330024","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2) - NFY0910IL","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330025","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2) - NFY0910IH","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330026","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NC1) - NFY090ZP0","2012-05-08","","","","Retail store","","","","Harris Teeter","","36632027146"
"330027","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NC1) - NFY090ZP5","2012-05-08","","","","Retail store","","","","Harris Teeter","","36632027146"
"330028","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2) - NFY0910IF","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330029","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2) - NFY0910IJ","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330030","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NC1) - NFY090ZOZ","2012-05-08","","","","Retail store","","","","Harris Teeter","","36632027146"
"330031","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (NC1) - NFY090ZP4","2012-05-08","","","","Retail store","","","","Harris Teeter","","36632027146"
"330032","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA2) - NFY0910II","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330036","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA1) - NFY090ZW9","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330037","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA1) - NFY090ZW8","2012-05-12","","","","Retail store","","","","Safeway","","36632027146"
"330038","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (AL1) - NFY090ZST","2012-05-07","","","","Retail store","","","","WalMart Supercenter","","36632027535"
"330039","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA1) - NFY090ZW7","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330040","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA1) - NFY090ZWB","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330041","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA1) - NFY090ZWC","2012-05-24","","","","Retail store","","","","Safeway","","36632027146"
"330042","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CA1) - NFY090ZWA","2012-05-12","","","","Retail store","","","","Safeway","","36632027146"
"330057","Greek yogurt, FAGE PLAIN NONFAT (NC1) - NFY090ZOV","2012-05-10","","","","Retail store","","","","Harris Teeter","","689544080008"
"330058","Greek yogurt, FAGE PLAIN NONFAT (NC1) - NFY090ZOS","2012-05-10","","","","Retail store","","","","Harris Teeter","","689544080008"
"330059","Greek yogurt, FAGE PLAIN NONFAT (NC1) - NFY090ZOW","2012-05-10","","","","Retail store","","","","Harris Teeter","","689544080008"
"330060","Greek yogurt, FAGE PLAIN NONFAT (CA2) - NFY0910IC","2012-05-19","","","","Retail store","","","","Safeway","","689544001737"
"330061","Greek yogurt, FAGE PLAIN NONFAT (NC1) - NFY090ZOT","2012-05-10","","","","Retail store","","","","Harris Teeter","","689544080008"
"330062","Greek yogurt, FAGE PLAIN NONFAT (CA2) - NFY0910ID","2012-05-15","","","","Retail store","","","","Safeway","","689544001737"
"330063","Greek yogurt, FAGE PLAIN NONFAT (NC1) - NFY090ZOU","2012-05-10","","","","Retail store","","","","Harris Teeter","","689544080008"
"330080","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MO1) - NFY090ZPE","2012-05-18","","","","Retail store","","","","Hy-Vee","","36632027146"
"330081","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1) - NFY090ZTS","2012-05-15","","","","Retail store","","","","WalMart SuperCenter","","36632027146"
"330082","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MO1) - NFY090ZPI","2012-05-18","","","","Retail store","","","","Hy-Vee","","36632027146"
"330083","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1) - NFY090ZTN","2012-05-15","","","","Retail store","","","","WalMart SuperCenter","","36632027146"
"330084","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MO1) - NFY090ZPH","2012-05-18","","","","Retail store","","","","Hy-Vee","","36632027146"
"330085","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1) - NFY090ZTR","2012-05-15","","","","Retail store","","","","WalMart SuperCenter","","36632027146"
"330086","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1) - NFY090ZTM","2012-05-15","","","","Retail store","","","","WalMart SuperCenter","","36632027146"
"330087","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MO1) - NFY090ZPG","2012-05-18","","","","Retail store","","","","Hy-Vee","","36632027146"
"330088","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1) - NFY090ZTP","2012-05-15","","","","Retail store","","","","WalMart SuperCenter","","36632027146"
"330089","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1) - NFY090ZTL","2012-05-15","","","","Retail store","","","","WalMart SuperCenter","","36632027146"
"330090","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MO1) - NFY090ZPF","2012-05-18","","","","Retail store","","","","Hy-Vee","","36632027146"
"330091","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (FL1) - NFY090ZTO","2012-05-15","","","","Retail store","","","","WalMart SuperCenter","","36632027146"
"330092","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MO1) - NFY090ZPJ","2012-05-18","","","","Retail store","","","","Hy-Vee","","36632027146"
"330093","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (MO1) - NFY090ZPK","2012-05-18","","","","Retail store","","","","Hy-Vee","","36632027146"
"330109","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWO","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330110","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXQ","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330111","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWS","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330112","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXM","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330113","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWP","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330114","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXR","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330115","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWT","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330116","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXN","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330117","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWM","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330118","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWQ","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330119","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXO","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330120","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXK","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330121","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWN","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330122","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CO1) - NFY090ZWR","2012-05-15","","","","Retail store","","","","Safeway","","36632027146"
"330123","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXP","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330124","Greek yogurt, DANNON OIKOS PLAIN NON-FAT (CT1) - NFY090ZXL","2012-05-15","","","","Retail store","","","","Super Stop & Shop","","36632027146"
"330139","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO1) NFY120NUA","2014-03-08","","","","Retail store","","","DENVER","Safeway","CO","36632027818"
"330140","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CO1) NFY120NUB","2014-03-08","","","","Retail store","","","DENVER","Safeway","CO","36632027818"
"330141","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CT1) NFY120ODF","2014-03-13","","","","Retail store","","","WATERBURY","Super Stop & Shop","CT","36632027818"
"330142","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CT1) NFY120ODE","2014-03-13","","","","Retail store","","","WATERBURY","Super Stop & Shop","CT","36632027818"
"330146","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (AL1) NFY120O7W","2014-03-07","","","","Retail store","","","BESSEMER","WalMart Supercenter","AL","36632018458"
"330147","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA1) NFY120O9H","2014-03-20","","","","Retail store","","","PARADISE","Safeway","CA","36632027818"
"330148","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (AL1) NFY120O7X","2014-03-07","","","","Retail store","","","BESSEMER","WalMart Supercenter","AL","36632018458"
"330149","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (CA1) NFY120O9I","2014-03-20","","","","Retail store","","","PARADISE","Safeway","CA","36632027818"
"330153","Yogurt, Greek, strawberry, non-fat, DANNON OIKOS (MI1) NFY120OE7","2014-03-13","","","","Retail store","","","MARINE","V G Food Center","MI","36632027818"
