"fdc_id","fdc_id_of_sample_food"
"328467","328454"
"328468","328454"
"328469","328454"
"328470","328454"
"328471","328454"
"328477","328472"
"328478","328472"
"328479","328472"
"328480","328472"
"328481","328472"
"328482","328472"
"328483","328472"
"328484","328472"
"328485","328472"
"328486","328472"
"328487","328472"
"328488","328472"
"328489","328472"
"328496","328490"
"328497","328490"
"328498","328490"
"328499","328490"
"328500","328490"
"328501","328490"
"328502","328490"
"328503","328490"
"328504","328490"
"328505","328490"
"328506","328490"
"328507","328490"
"328514","328508"
"328515","328508"
"328516","328508"
"328517","328508"
"328518","328508"
"328519","328508"
"328520","328508"
"328521","328508"
"328522","328508"
"328523","328508"
"328524","328508"
"328525","328508"
"328526","328508"
"328527","328508"
"328528","328508"
"328534","328529"
"328535","328529"
"328536","328529"
"328537","328529"
"328538","328529"
"328539","328529"
"328540","328529"
"328548","328541"
"328553","328549"
"328554","328549"
"328555","328549"
"328556","328549"
"328557","328549"
"328558","328549"
"328566","328559"
"328571","328567"
"328572","328567"
"328573","328567"
"328574","328567"
"328575","328567"
"328576","328567"
"328577","328567"
"328578","328567"
"328579","328567"
"328580","328567"
"328581","328567"
"328582","328567"
"328583","328567"
"328584","328567"
"328592","328585"
"328593","328585"
"328599","328594"
"328600","328594"
"328608","328601"
"328609","328601"
"328610","328601"
"328611","328601"
"328612","328601"
"328613","328601"
"328614","328601"
"328615","328601"
"328616","328601"
"328617","328601"
"328618","328601"
"328619","328601"
"328624","328620"
"328625","328620"
"328626","328620"
"328627","328620"
"328628","328620"
"328629","328620"
"328630","328620"
"328631","328620"
"328632","328620"
"328633","328620"
"328634","328620"
"328635","328620"
"328636","328620"
"328643","328638"
"328644","328638"
"328645","328638"
"328649","328646"
"328650","328646"
"328651","328646"
"328657","328652"
"328658","328652"
"328659","328652"
"328665","328660"
"328666","328660"
"328667","328660"
"328668","328660"
"328669","328660"
"328670","328660"
"328671","328660"
"328672","328660"
"328673","328660"
"328674","328660"
"328675","328660"
"328676","328660"
"328677","328660"
"328678","328660"
"328684","328679"
"328685","328679"
"328686","328679"
"328687","328679"
"328688","328679"
"328689","328679"
"328690","328679"
"328691","328679"
"328692","328679"
"328693","328679"
"328694","328679"
"328700","328695"
"328701","328695"
"328702","328695"
"328703","328695"
"328704","328695"
"328705","328695"
"328706","328695"
"328707","328695"
"328708","328695"
"328709","328695"
"328710","328695"
"328711","328695"
"328712","328695"
"328718","328713"
"328719","328713"
"328720","328713"
"328726","328721"
"328727","328721"
"328728","328721"
"328733","328729"
"328734","328729"
"328735","328729"
"328741","328736"
"328742","328736"
"328743","328736"
"328744","328736"
"328745","328736"
"328746","328736"
"328747","328736"
"328748","328736"
"328749","328736"
"328750","328736"
"328756","328751"
"328757","328751"
"328758","328751"
"328759","328751"
"328760","328751"
"328761","328751"
"328762","328751"
"328763","328751"
"328764","328751"
"328765","328751"
"328766","328751"
"328767","328751"
"328768","328751"
"328774","328769"
"328775","328769"
"328776","328769"
"328777","328769"
"328778","328769"
"328779","328769"
"328780","328769"
"328781","328769"
"328782","328769"
"328783","328769"
"328784","328769"
"328790","328785"
"328791","328785"
"328792","328785"
"328798","328793"
"328799","328793"
"328800","328793"
"328801","328793"
"328802","328793"
"328803","328793"
"328804","328793"
"328805","328793"
"328806","328793"
"328807","328793"
"328808","328793"
"328814","328809"
"328815","328809"
"328816","328809"
"328817","328809"
"328818","328809"
"328819","328809"
"328820","328809"
"328821","328809"
"328822","328809"
"328823","328809"
"328829","328824"
"328830","328824"
"328831","328824"
"328832","328824"
"328833","328824"
"328834","328824"
"328835","328824"
"328836","328824"
"328837","328824"
"328838","328824"
"328839","328824"
"328840","328824"
"328847","328842"
"328848","328842"
"328849","328842"
"328854","328850"
"328855","328850"
"328856","328850"
"328866","328857"
"328867","328857"
"328868","328857"
"328878","328869"
"328879","328869"
"328880","328869"
"328890","328881"
"328891","328881"
"328892","328881"
"328893","328881"
"328894","328881"
"328895","328881"
"328896","328881"
"328897","328881"
"328898","328881"
"328899","328881"
"328900","328881"
"328901","328881"
"328911","328902"
"328912","328902"
"328913","328902"
"328914","328902"
"328915","328902"
"328916","328902"
"328917","328902"
"328918","328902"
"328919","328902"
"328920","328902"
"328921","328902"
"328922","328902"
"328923","328902"
"328931","328924"
"328932","328924"
"328933","328924"
"328934","328924"
"328935","328924"
"328936","328924"
"328937","328924"
"328938","328924"
"328939","328924"
"328940","328924"
"328941","328924"
"328942","328924"
"328943","328924"
"328944","328924"
"328945","328924"
"328955","328946"
"328956","328946"
"328957","328946"
"328958","328946"
"328959","328946"
"328960","328946"
"328961","328946"
"328962","328946"
"328963","328946"
"328964","328946"
"328965","328946"
"328966","328946"
"328972","328967"
"328973","328967"
"328974","328967"
"328984","328975"
"328985","328975"
"328986","328975"
"328987","328975"
"328988","328975"
"328989","328975"
"328990","328975"
"328991","328975"
"328992","328975"
"328993","328975"
"328994","328975"
"328995","328975"
"328996","328975"
"328997","328975"
"328998","328975"
"328999","328975"
"329009","329000"
"329010","329000"
"329011","329000"
"329021","329012"
"329022","329012"
"329023","329012"
"329033","329024"
"329034","329024"
"329035","329024"
"329045","329036"
"329046","329036"
"329047","329036"
"329048","329036"
"329049","329036"
"329050","329036"
"329051","329036"
"329052","329036"
"329053","329036"
"329054","329036"
"329055","329036"
"329056","329036"
"329057","329036"
"329064","329058"
"329065","329058"
"329066","329058"
"329067","329058"
"329068","329058"
"329069","329058"
"329070","329058"
"329071","329058"
"329072","329058"
"329073","329058"
"329074","329058"
"329084","329075"
"329085","329075"
"329086","329075"
"329087","329075"
"329088","329075"
"329089","329075"
"329090","329075"
"329091","329075"
"329092","329075"
"329093","329075"
"329094","329075"
"329095","329075"
"329096","329075"
"329097","329075"
"329107","329098"
"329108","329098"
"329109","329098"
"329110","329098"
"329111","329098"
"329112","329098"
"329113","329098"
"329114","329098"
"329115","329098"
"329116","329098"
"329117","329098"
"329118","329098"
"329128","329119"
"329129","329119"
"329130","329119"
"329135","329131"
"329136","329131"
"329137","329131"
"329143","329138"
"329144","329138"
"329145","329138"
"329146","329138"
"329150","329147"
"329151","329147"
"329152","329147"
"329153","329147"
"329154","329147"
"329155","329147"
"329156","329147"
"329157","329147"
"329158","329147"
"329159","329147"
"329163","329160"
"329164","329160"
"329165","329160"
"329166","329160"
"329167","329160"
"329168","329160"
"329169","329160"
"329170","329160"
"329171","329160"
"329172","329160"
"329173","329160"
"329177","329174"
"329178","329174"
"329179","329174"
"329180","329174"
"329181","329174"
"329182","329174"
"329183","329174"
"329184","329174"
"329185","329174"
"329186","329174"
"329187","329174"
"329188","329174"
"329194","329189"
"329195","329189"
"329196","329189"
"329197","329189"
"329205","329198"
"329206","329198"
"329207","329198"
"329208","329198"
"329209","329198"
"329210","329198"
"329211","329198"
"329212","329198"
"329213","329198"
"329214","329198"
"329215","329198"
"329221","329216"
"329222","329216"
"329223","329216"
"329228","329224"
"329229","329224"
"329230","329224"
"329231","329224"
"329236","329232"
"329237","329232"
"329238","329232"
"329239","329232"
"329245","329240"
"329246","329240"
"329247","329240"
"329248","329240"
"329249","329240"
"329250","329240"
"329251","329240"
"329252","329240"
"329253","329240"
"329254","329240"
"329260","329255"
"329261","329255"
"329262","329255"
"329263","329255"
"329264","329255"
"329265","329255"
"329266","329255"
"329267","329255"
"329268","329255"
"329269","329255"
"329270","329255"
"329276","329271"
"329277","329271"
"329278","329271"
"329284","329279"
"329285","329279"
"329286","329279"
"329287","329279"
"329288","329279"
"329289","329279"
"329290","329279"
"329291","329279"
"329292","329279"
"329293","329279"
"329294","329279"
"329299","329295"
"329300","329295"
"329301","329295"
"329302","329295"
"329303","329295"
"329304","329295"
"329305","329295"
"329306","329295"
"329307","329295"
"329308","329295"
"329314","329309"
"329315","329309"
"329321","329316"
"329322","329316"
"329323","329316"
"329324","329316"
"329325","329316"
"329326","329316"
"329327","329316"
"329328","329316"
"329329","329316"
"329330","329316"
"329336","329331"
"329337","329331"
"329338","329331"
"329339","329331"
"329340","329331"
"329341","329331"
"329342","329331"
"329343","329331"
"329344","329331"
"329345","329331"
"329353","329346"
"329354","329346"
"329355","329346"
"329356","329346"
"329357","329346"
"329358","329346"
"329366","329359"
"329367","329359"
"329368","329359"
"329369","329359"
"329373","329371"
"329374","329371"
"329375","329371"
"329376","329371"
"329377","329371"
"329380","329378"
"329381","329378"
"329382","329378"
"329383","329378"
"329384","329378"
"329387","329385"
"329388","329385"
"329389","329385"
"329390","329385"
"329391","329385"
"329394","329392"
"329395","329392"
"329396","329392"
"329397","329392"
"329398","329392"
"329401","329399"
"329402","329399"
"329403","329399"
"329404","329399"
"329405","329399"
"329408","329406"
"329409","329406"
"329410","329406"
"329411","329406"
"329412","329406"
"329415","329413"
"329416","329413"
"329417","329413"
"329418","329413"
"329419","329413"
"329422","329420"
"329423","329420"
"329424","329420"
"329425","329420"
"329426","329420"
"329429","329427"
"329430","329427"
"329431","329427"
"329432","329427"
"329433","329427"
"329436","329434"
"329437","329434"
"329438","329434"
"329439","329434"
"329440","329434"
"329443","329441"
"329444","329441"
"329445","329441"
"329446","329441"
"329447","329441"
"329450","329448"
"329451","329448"
"329452","329448"
"329453","329448"
"329454","329448"
"329457","329455"
"329458","329455"
"329459","329455"
"329460","329455"
"329461","329455"
"329464","329462"
"329465","329462"
"329466","329462"
"329467","329462"
"329468","329462"
"329471","329469"
"329472","329469"
"329473","329469"
"329474","329469"
"329475","329469"
"329478","329476"
"329479","329476"
"329480","329476"
"329481","329476"
"329482","329476"
"329485","329483"
"329486","329483"
"329487","329483"
"329488","329483"
"329489","329483"
"329493","329491"
"329494","329491"
"329495","329491"
"329496","329491"
"329497","329491"
"329500","329498"
"329501","329498"
"329502","329498"
"329503","329498"
"329504","329498"
"329507","329505"
"329508","329505"
"329509","329505"
"329510","329505"
"329511","329505"
"329514","329512"
"329515","329512"
"329516","329512"
"329517","329512"
"329518","329512"
"329521","329519"
"329522","329519"
"329523","329519"
"329524","329519"
"329525","329519"
"329528","329526"
"329529","329526"
"329530","329526"
"329531","329526"
"329532","329526"
"329535","329533"
"329536","329533"
"329537","329533"
"329538","329533"
"329539","329533"
"329542","329540"
"329543","329540"
"329544","329540"
"329545","329540"
"329546","329540"
"329549","329547"
"329550","329547"
"329551","329547"
"329552","329547"
"329553","329547"
"329556","329554"
"329557","329554"
"329558","329554"
"329559","329554"
"329560","329554"
"329563","329561"
"329564","329561"
"329565","329561"
"329566","329561"
"329567","329561"
"329570","329568"
"329571","329568"
"329572","329568"
"329573","329568"
"329574","329568"
"329577","329575"
"329578","329575"
"329579","329575"
"329580","329575"
"329581","329575"
"329584","329582"
"329585","329582"
"329586","329582"
"329587","329582"
"329588","329582"
"329591","329589"
"329592","329589"
"329593","329589"
"329594","329589"
"329595","329589"
"329599","329597"
"329600","329597"
"329601","329597"
"329602","329597"
"329603","329597"
"329606","329604"
"329607","329604"
"329608","329604"
"329609","329604"
"329610","329604"
"329613","329611"
"329614","329611"
"329615","329611"
"329616","329611"
"329617","329611"
"329620","329618"
"329621","329618"
"329622","329618"
"329623","329618"
"329624","329618"
"329627","329625"
"329628","329625"
"329629","329625"
"329630","329625"
"329631","329625"
"329634","329632"
"329635","329632"
"329636","329632"
"329637","329632"
"329638","329632"
"329641","329639"
"329642","329639"
"329643","329639"
"329644","329639"
"329645","329639"
"329648","329646"
"329649","329646"
"329650","329646"
"329651","329646"
"329652","329646"
"329655","329653"
"329656","329653"
"329657","329653"
"329658","329653"
"329659","329653"
"329662","329660"
"329663","329660"
"329664","329660"
"329665","329660"
"329666","329660"
"329669","329667"
"329670","329667"
"329671","329667"
"329672","329667"
"329673","329667"
"329676","329674"
"329677","329674"
"329678","329674"
"329679","329674"
"329680","329674"
"329683","329681"
"329684","329681"
"329685","329681"
"329686","329681"
"329687","329681"
"329690","329688"
"329691","329688"
"329692","329688"
"329693","329688"
"329694","329688"
"329697","329695"
"329698","329695"
"329699","329695"
"329700","329695"
"329701","329695"
"329704","329702"
"329705","329702"
"329706","329702"
"329707","329702"
"329708","329702"
"329711","329709"
"329712","329709"
"329713","329709"
"329714","329709"
"329715","329709"
"329722","329717"
"329723","329717"
"329724","329717"
"329725","329717"
"329726","329717"
"329727","329717"
"329728","329717"
"329729","329717"
"329730","329717"
"329731","329717"
"329732","329717"
"329733","329717"
"329739","329734"
"329740","329734"
"329741","329734"
"329742","329734"
"329743","329734"
"329744","329734"
"329745","329734"
"329746","329734"
"329747","329734"
"329748","329734"
"329749","329734"
"329750","329734"
"329756","329751"
"329757","329751"
"329758","329751"
"329759","329751"
"329760","329751"
"329761","329751"
"329762","329751"
"329763","329751"
"329764","329751"
"329765","329751"
"329766","329751"
"329767","329751"
"329771","329768"
"329772","329768"
"329773","329768"
"329774","329768"
"329775","329768"
"329776","329768"
"329777","329768"
"329778","329768"
"329779","329768"
"329780","329768"
"329781","329768"
"329782","329768"
"329788","329783"
"329789","329783"
"329790","329783"
"329791","329783"
"329792","329783"
"329793","329783"
"329794","329783"
"329795","329783"
"329796","329783"
"329797","329783"
"329798","329783"
"329799","329783"
"329800","329783"
"329801","329783"
"329802","329783"
"329803","329783"
"329804","329783"
"329805","329783"
"329811","329806"
"329812","329806"
"329813","329806"
"329814","329806"
"329815","329806"
"329816","329806"
"329817","329806"
"329818","329806"
"329819","329806"
"329820","329806"
"329821","329806"
"329822","329806"
"329823","329806"
"329824","329806"
"329825","329806"
"329826","329806"
"329827","329806"
"329828","329806"
"329829","329806"
"329835","329831"
"329836","329831"
"329844","329837"
"329845","329837"
"329851","329846"
"329852","329846"
"329868","329853"
"329869","329853"
"329872","329870"
"329873","329870"
"329881","329874"
"329882","329874"
"329890","329883"
"329891","329883"
"329892","329883"
"329893","329883"
"329894","329883"
"329895","329883"
"329896","329883"
"329897","329883"
"329898","329883"
"329899","329883"
"329900","329883"
"329901","329883"
"329902","329883"
"329903","329883"
"329904","329883"
"329922","329905"
"329923","329905"
"329924","329905"
"329925","329905"
"329926","329905"
"329927","329905"
"329928","329905"
"329929","329905"
"329930","329905"
"329931","329905"
"329932","329905"
"329940","329933"
"329941","329933"
"329942","329933"
"329943","329933"
"329944","329933"
"329945","329933"
"329946","329933"
"329947","329933"
"329948","329933"
"329949","329933"
"329950","329933"
"329958","329951"
"329959","329951"
"329960","329951"
"329961","329951"
"329962","329951"
"329963","329951"
"329964","329951"
"329965","329951"
"329966","329951"
"329967","329951"
"329968","329951"
"329969","329951"
"329970","329951"
"329971","329951"
"329972","329951"
"329980","329973"
"329981","329973"
"329982","329973"
"329983","329973"
"329984","329973"
"329985","329973"
"329986","329973"
"329987","329973"
"329988","329973"
"329989","329973"
"329990","329973"
"329991","329973"
"329992","329973"
"330006","329993"
"330007","329993"
"330016","330008"
"330017","330008"
"330033","330018"
"330034","330018"
"330043","330035"
"330044","330035"
"330045","330035"
"330046","330035"
"330047","330035"
"330048","330035"
"330049","330035"
"330050","330035"
"330051","330035"
"330052","330035"
"330053","330035"
"330054","330035"
"330055","330035"
"330064","330056"
"330065","330056"
"330066","330056"
"330067","330056"
"330068","330056"
"330069","330056"
"330070","330056"
"330071","330056"
"330072","330056"
"330073","330056"
"330074","330056"
"330075","330056"
"330076","330056"
"330077","330056"
"330078","330056"
"330094","330079"
"330095","330079"
"330096","330079"
"330097","330079"
"330098","330079"
"330099","330079"
"330100","330079"
"330101","330079"
"330102","330079"
"330103","330079"
"330104","330079"
"330105","330079"
"330106","330079"
"330107","330079"
"330125","330108"
"330126","330108"
"330127","330108"
"330128","330108"
"330129","330108"
"330130","330108"
"330131","330108"
"330132","330108"
"330133","330108"
"330134","330108"
"330135","330108"
"330136","330108"
"330143","330138"
"330144","330138"
"330150","330145"
"330151","330145"
"330157","330152"
"330158","330152"
"330159","330152"
"330160","330152"
"330170","330161"
"330171","330161"
"330172","330161"
"330173","330161"
"330174","330161"
"330175","330161"
"330176","330161"
"330177","330161"
"330191","330178"
"330192","330178"
"330193","330178"
"330194","330178"
"330195","330178"
"330196","330178"
"330197","330178"
"330198","330178"
"330199","330178"
"330200","330178"
"330209","330201"
"330210","330201"
"330211","330201"
"330212","330201"
"330213","330201"
"330214","330201"
"330215","330201"
"330216","330201"
"330217","330201"
"330218","330201"
"330219","330201"
"330220","330201"
"330234","330221"
"330235","330221"
"330245","330236"
"330246","330236"
"330247","330236"
"330248","330236"
"330249","330236"
"330250","330236"
"330251","330236"
"330252","330236"
"330253","330236"
"330254","330236"
"330255","330236"
"330256","330236"
"330270","330257"
"330271","330257"
"330272","330257"
"330273","330257"
"330274","330257"
"330275","330257"
"330276","330257"
"330277","330257"
"330278","330257"
"330290","330279"
"330291","330279"
"330303","330292"
"330304","330292"
"330305","330292"
"330306","330292"
"330320","330307"
"330321","330307"
"330322","330307"
"330323","330307"
"330324","330307"
"330325","330307"
"330326","330307"
"330327","330307"
"330328","330307"
"330342","330329"
"330343","330329"
"330344","330329"
"330345","330329"
"330346","330329"
"330347","330329"
"330348","330329"
"330349","330329"
"330350","330329"
"330351","330329"
"330365","330352"
"330366","330352"
"330367","330352"
"330368","330352"
"330369","330352"
"330370","330352"
"330371","330352"
"330372","330352"
"330373","330352"
"330374","330352"
"330375","330352"
"330381","330376"
"330382","330376"
"330383","330376"
"330384","330376"
"330385","330376"
"330386","330376"
"330387","330376"
"330388","330376"
"330389","330376"
"330390","330376"
"330391","330376"
"330405","330392"
"330406","330392"
"330407","330392"
"330408","330392"
"330409","330392"
"330410","330392"
"330411","330392"
"330412","330392"
"330413","330392"
"330414","330392"
"330419","330416"
"330420","330416"
"330424","330421"
"330425","330421"
"330430","330426"
"330431","330426"
"330432","330426"
"330437","330433"
"330438","330433"
"330439","330433"
"330440","330433"
"330445","330441"
"330446","330441"
"330447","330441"
"330448","330441"
"330449","330441"
"330454","330450"
"330455","330450"
"330456","330450"
"330457","330450"
"330464","330459"
"330465","330459"
"330477","330466"
"330478","330466"
"330479","330466"
"330480","330466"
"330481","330466"
"330482","330466"
"330483","330466"
"330484","330466"
"330485","330466"
"330487","330486"
"330488","330486"
"330489","330486"
"330490","330486"
"330491","330486"
"330492","330486"
"330493","330486"
"330494","330486"
"330495","330486"
"330498","330496"
"330499","330496"
"330501","330500"
"330502","330500"
"330503","330500"
"330504","330500"
"330505","330500"
"330506","330500"
"330507","330500"
"330508","330500"
"330510","330509"
"330511","330509"
"330512","330509"
"330513","330509"
"330514","330509"
"330515","330509"
"330516","330509"
"330517","330509"
"330518","330509"
"330525","330519"
"330526","330519"
"330528","330527"
"330529","330527"
"330530","330527"
"330531","330527"
"330532","330527"
"330533","330527"
"330534","330527"
"330535","330527"
"330537","330536"
"330538","330536"
"330539","330536"
"330540","330536"
"330541","330536"
"330542","330536"
"330543","330536"
"330544","330536"
"330545","330536"
"330557","330546"
"330558","330546"
"330560","330559"
"330561","330559"
"330562","330559"
"330563","330559"
"330564","330559"
"330565","330559"
"330566","330559"
"330567","330559"
"330568","330559"
"330571","330569"
"330572","330569"
"330574","330573"
"330575","330573"
"330576","330573"
"330577","330573"
"330578","330573"
"330579","330573"
"330580","330573"
"330581","330573"
"330582","330573"
"330588","330583"
"330589","330583"
"330591","330590"
"330592","330590"
"330593","330590"
"330594","330590"
"330595","330590"
"330596","330590"
"330597","330590"
"330598","330590"
"330599","330590"
"330608","330600"
"330609","330600"
"330611","330610"
"330612","330610"
"330613","330610"
"330614","330610"
"330615","330610"
"330616","330610"
"330617","330610"
"330618","330610"
"330619","330610"
"330622","330620"
"330623","330620"
"330625","330624"
"330626","330624"
"330627","330624"
"330628","330624"
"330629","330624"
"330630","330624"
"330631","330624"
"330632","330624"
"330633","330624"
"330639","330634"
"330640","330634"
"330642","330641"
"330643","330641"
"330644","330641"
"330645","330641"
"330646","330641"
"330647","330641"
"330648","330641"
"330649","330641"
"330650","330641"
"330660","330651"
"330661","330651"
"330663","330662"
"330664","330662"
"330665","330662"
"330666","330662"
"330667","330662"
"330668","330662"
"330669","330662"
"330670","330662"
"330671","330662"
"330674","330672"
"330675","330672"
"330677","330676"
"330678","330676"
"330679","330676"
"330680","330676"
"330681","330676"
"330682","330676"
"330683","330676"
"330684","330676"
"330685","330676"
"330693","330686"
"330694","330686"
"330696","330695"
"330697","330695"
"330698","330695"
"330699","330695"
"330700","330695"
"330701","330695"
"330702","330695"
"330703","330695"
"330704","330695"
"330717","330705"
"330718","330705"
"330721","330719"
"330722","330719"
"330728","330723"
"330729","330723"
"330739","330730"
"330740","330730"
"330743","330741"
"330744","330741"
"330751","330745"
"330752","330745"
"330764","330753"
"330765","330753"
"330768","330766"
"330769","330766"
"330776","330770"
"330777","330770"
"330789","330778"
"330790","330778"
"330793","330791"
"330794","330791"
"330800","330795"
"330801","330795"
"330811","330802"
"330812","330802"
"330815","330813"
"330816","330813"
"330822","330817"
"330823","330817"
"330832","330824"
"330833","330824"
"330836","330834"
"330837","330834"
"330843","330838"
"330844","330838"
"330854","330845"
"330855","330845"
"330858","330856"
"330859","330856"
"330867","330860"
"330868","330860"
"330873","330870"
"330874","330870"
"330875","330870"
"330876","330870"
"330877","330870"
"330878","330870"
"330879","330870"
"330880","330870"
"330881","330870"
"330882","330870"
"330883","330870"
"330902","330884"
"330903","330884"
"330904","330884"
"330905","330884"
"330906","330884"
"330907","330884"
"330908","330884"
"330909","330884"
"330911","330910"
"330912","330910"
"330913","330910"
"330914","330910"
"330915","330910"
"330916","330910"
"330917","330910"
"330918","330910"
"330919","330910"
"330920","330910"
"330921","330910"
"330922","330910"
"330923","330910"
"330925","330924"
"330926","330924"
"330927","330924"
"330928","330924"
"330929","330924"
"330930","330924"
"330931","330924"
"330933","330932"
"330934","330932"
"330935","330932"
"330936","330932"
"330937","330932"
"330938","330932"
"330939","330932"
"330940","330932"
"330941","330932"
"330942","330932"
"330943","330932"
"330944","330932"
"330946","330945"
"330947","330945"
"330948","330945"
"330949","330945"
"330950","330945"
"330951","330945"
"330952","330945"
"330954","330953"
"330955","330953"
"330956","330953"
"330957","330953"
"330958","330953"
"330959","330953"
"330960","330953"
"330961","330953"
"330962","330953"
"330963","330953"
"330964","330953"
"331016","330965"
"331017","330965"
"331018","330965"
"331019","330965"
"331020","330965"
"331021","330965"
"331022","330965"
"331023","330965"
"331025","331024"
"331026","331024"
"331027","331024"
"331028","331024"
"331029","331024"
"331030","331024"
"331031","331024"
"331032","331024"
"331033","331024"
"331034","331024"
"331035","331024"
"331036","331024"
"331037","331024"
"331089","331038"
"331090","331038"
"331091","331038"
"331092","331038"
"331093","331038"
"331094","331038"
"331096","331095"
"331097","331095"
"331098","331095"
"331099","331095"
"331100","331095"
"331101","331095"
"331102","331095"
"331103","331095"
"331104","331095"
"331105","331095"
"331106","331095"
"331107","331095"
"331108","331095"
"331160","331109"
"331161","331109"
"331162","331109"
"331163","331109"
"331164","331109"
"331165","331109"
"331167","331166"
"331168","331166"
"331169","331166"
"331170","331166"
"331171","331166"
"331172","331166"
"331173","331166"
"331174","331166"
"331175","331166"
"331176","331166"
"331177","331166"
"331178","331166"
"331179","331166"
"331226","331180"
"331227","331180"
"331228","331180"
"331229","331180"
"331230","331180"
"331231","331180"
"331232","331180"
"331233","331180"
"331235","331234"
"331236","331234"
"331237","331234"
"331238","331234"
"331239","331234"
"331240","331234"
"331241","331234"
"331242","331234"
"331243","331234"
"331244","331234"
"331245","331234"
"331246","331234"
"331247","331234"
"331294","331248"
"331295","331248"
"331296","331248"
"331297","331248"
"331298","331248"
"331299","331248"
"331301","331300"
"331302","331300"
"331303","331300"
"331304","331300"
"331305","331300"
"331306","331300"
"331307","331300"
"331308","331300"
"331309","331300"
"331310","331300"
"331311","331300"
"331358","331312"
"331359","331312"
"331360","331312"
"331361","331312"
"331362","331312"
"331363","331312"
"331365","331364"
"331366","331364"
"331367","331364"
"331368","331364"
"331369","331364"
"331370","331364"
"331371","331364"
"331372","331364"
"331373","331364"
"331374","331364"
"331375","331364"
"331376","331364"
"331377","331364"
"331379","331378"
"331380","331378"
"331381","331378"
"331382","331378"
"331383","331378"
"331384","331378"
"331385","331378"
"331386","331378"
"331387","331378"
"331388","331378"
"331389","331378"
"331390","331378"
"331391","331378"
"331393","331392"
"331394","331392"
"331395","331392"
"331396","331392"
"331397","331392"
"331398","331392"
"331399","331392"
"331400","331392"
"331401","331392"
"331402","331392"
"331403","331392"
"331404","331392"
"331406","331405"
"331407","331405"
"331408","331405"
"331409","331405"
"331410","331405"
"331411","331405"
"331412","331405"
"331413","331405"
"331414","331405"
"331415","331405"
"331416","331405"
"331417","331405"
"331419","331418"
"331420","331418"
"331421","331418"
"331422","331418"
"331423","331418"
"331424","331418"
"331425","331418"
"331426","331418"
"331427","331418"
"331428","331418"
"331429","331418"
"331430","331418"
"331431","331418"
"331433","331432"
"331434","331432"
"331435","331432"
"331436","331432"
"331437","331432"
"331438","331432"
"331439","331432"
"331440","331432"
"331441","331432"
"331442","331432"
"331443","331432"
"331444","331432"
"331445","331432"
"331447","331446"
"331448","331446"
"331449","331446"
"331450","331446"
"331451","331446"
"331452","331446"
"331453","331446"
"331454","331446"
"331455","331446"
"331456","331446"
"331457","331446"
"331458","331446"
"331459","331446"
"331461","331460"
"331462","331460"
"331463","331460"
"331464","331460"
"331465","331460"
"331466","331460"
"331467","331460"
"331468","331460"
"331469","331460"
"331470","331460"
"331471","331460"
"331472","331460"
"331473","331460"
"331475","331474"
"331476","331474"
"331477","331474"
"331478","331474"
"331479","331474"
"331480","331474"
"331481","331474"
"331482","331474"
"331483","331474"
"331484","331474"
"331485","331474"
"331486","331474"
"331487","331474"
"331489","331488"
"331490","331488"
"331491","331488"
"331492","331488"
"331493","331488"
"331494","331488"
"331495","331488"
"331496","331488"
"331497","331488"
"331498","331488"
"331499","331488"
"331500","331488"
"331501","331488"
"331503","331502"
"331504","331502"
"331505","331502"
"331506","331502"
"331507","331502"
"331508","331502"
"331509","331502"
"331510","331502"
"331511","331502"
"331512","331502"
"331513","331502"
"331514","331502"
"331516","331515"
"331517","331515"
"331518","331515"
"331519","331515"
"331520","331515"
"331521","331515"
"331522","331515"
"331523","331515"
"331524","331515"
"331525","331515"
"331526","331515"
"331528","331527"
"331529","331527"
"331530","331527"
"331531","331527"
"331532","331527"
"331533","331527"
"331534","331527"
"331535","331527"
"331536","331527"
"331537","331527"
"331538","331527"
"331539","331527"
"331541","331540"
"331542","331540"
"331543","331540"
"331544","331540"
"331545","331540"
"331546","331540"
"331547","331540"
"331548","331540"
"331549","331540"
"331550","331540"
"331551","331540"
"331552","331540"
"331554","331553"
"331555","331553"
"331556","331553"
"331557","331553"
"331558","331553"
"331559","331553"
"331560","331553"
"331561","331553"
"331562","331553"
"331563","331553"
"331564","331553"
"331565","331553"
"331566","331553"
"331568","331567"
"331569","331567"
"331570","331567"
"331571","331567"
"331572","331567"
"331573","331567"
"331574","331567"
"331575","331567"
"331576","331567"
"331577","331567"
"331578","331567"
"331579","331567"
"331580","331567"
"331582","331581"
"331583","331581"
"331584","331581"
"331585","331581"
"331586","331581"
"331587","331581"
"331588","331581"
"331589","331581"
"331590","331581"
"331591","331581"
"331592","331581"
"331593","331581"
"331594","331581"
"331596","331595"
"331597","331595"
"331598","331595"
"331599","331595"
"331600","331595"
"331601","331595"
"331602","331595"
"331603","331595"
"331604","331595"
"331605","331595"
"331606","331595"
"331607","331595"
"331609","331608"
"331610","331608"
"331611","331608"
"331612","331608"
"331613","331608"
"331614","331608"
"331615","331608"
"331616","331608"
"331617","331608"
"331618","331608"
"331619","331608"
"331621","331620"
"331622","331620"
"331623","331620"
"331624","331620"
"331625","331620"
"331626","331620"
"331627","331620"
"331628","331620"
"331629","331620"
"331630","331620"
"331631","331620"
"331632","331620"
"331633","331620"
"331635","331634"
"331636","331634"
"331637","331634"
"331638","331634"
