"id","fdc_id","fdc_of_input_food","seq_num","amount","sr_code","sr_description","unit","portion_code","portion_description","gram_weight","retention_code","survey_flag"
"11252","332282","332164","","","","","","","","","",""
"11222","332282","331993","","","","","","","","","",""
"11250","332282","332154","","","","","","","","","",""
"11219","332282","331969","","","","","","","","","",""
"11249","332282","332149","","","","","","","","","",""
"11226","332282","332013","","","","","","","","","",""
"11240","332282","332100","","","","","","","","","",""
"11232","332282","332048","","","","","","","","","",""
"11259","332282","332214","","","","","","","","","",""
"11270","332282","332272","","","","","","","","","",""
"11224","332282","332003","","","","","","","","","",""
"11236","332282","332068","","","","","","","","","",""
"11268","332282","332262","","","","","","","","","",""
"11264","332282","332242","","","","","","","","","",""
"11258","332282","332206","","","","","","","","","",""
"11243","332282","332118","","","","","","","","","",""
"11248","332282","332141","","","","","","","","","",""
"11230","332282","332035","","","","","","","","","",""
"11265","332282","332247","","","","","","","","","",""
"11271","332282","332277","","","","","","","","","",""
"11247","332282","332136","","","","","","","","","",""
"11260","332282","332222","","","","","","","","","",""
"11218","332282","331961","","","","","","","","","",""
"11254","332282","332174","","","","","","","","","",""
"11244","332282","332123","","","","","","","","","",""
"11227","332282","332017","","","","","","","","","",""
"11269","332282","332267","","","","","","","","","",""
"11263","332282","332237","","","","","","","","","",""
"11262","332282","332232","","","","","","","","","",""
"11261","332282","332227","","","","","","","","","",""
"11225","332282","332008","","","","","","","","","",""
"11233","332282","332053","","","","","","","","","",""
"11239","332282","332092","","","","","","","","","",""
"11237","332282","332076","","","","","","","","","",""
"11266","332282","332252","","","","","","","","","",""
"11267","332282","332257","","","","","","","","","",""
"11245","332282","332128","","","","","","","","","",""
"11251","332282","332159","","","","","","","","","",""
"11223","332282","331998","","","","","","","","","",""
"11229","332282","332027","","","","","","","","","",""
"11282","332397","332385","","","","","","","","","",""
"11272","332397","332283","","","","","","","","","",""
"11273","332397","332290","","","","","","","","","",""
"11276","332397","332324","","","","","","","","","",""
"11280","332397","332365","","","","","","","","","",""
"11279","332397","332355","","","","","","","","","",""
"11278","332397","332348","","","","","","","","","",""
"11277","332397","332336","","","","","","","","","",""
"11281","332397","332373","","","","","","","","","",""
"11275","332397","332314","","","","","","","","","",""
"11274","332397","332302","","","","","","","","","",""
"11289","332597","332581","","","","","","","","","",""
"11287","332597","332404","","","","","","","","","",""
"11283","332597","332398","","","","","","","","","",""
"11285","332597","332479","","","","","","","","","",""
"11290","332597","332503","","","","","","","","","",""
"11288","332597","332563","","","","","","","","","",""
"11284","332597","332420","","","","","","","","","",""
"11286","332597","332486","","","","","","","","","",""
"11291","332791","332598","","","","","","","","","",""
"11297","332791","332662","","","","","","","","","",""
"11294","332791","332623","","","","","","","","","",""
"11292","332791","332604","","","","","","","","","",""
"11301","332791","332736","","","","","","","","","",""
"11296","332791","332643","","","","","","","","","",""
"11302","332791","332754","","","","","","","","","",""
"11298","332791","332681","","","","","","","","","",""
"11303","332791","332771","","","","","","","","","",""
"11293","332791","332613","","","","","","","","","",""
"11299","332791","332705","","","","","","","","","",""
"11295","332791","332633","","","","","","","","","",""
"11300","332791","332716","","","","","","","","","",""
"11308","332864","332846","","","","","","","","","",""
"11305","332864","332800","","","","","","","","","",""
"11306","332864","332809","","","","","","","","","",""
"11304","332864","332792","","","","","","","","","",""
"11307","332864","332827","","","","","","","","","",""
"11310","333008","332872","","","","","","","","","",""
"11311","333008","332880","","","","","","","","","",""
"11315","333008","332933","","","","","","","","","",""
"11318","333008","332984","","","","","","","","","",""
"11314","333008","332913","","","","","","","","","",""
"11309","333008","332865","","","","","","","","","",""
"11313","333008","332895","","","","","","","","","",""
"11319","333008","332991","","","","","","","","","",""
"11317","333008","332968","","","","","","","","","",""
"11316","333008","332951","","","","","","","","","",""
"11312","333008","332888","","","","","","","","","",""
"11341","333281","333165","","","","","","","","","",""
"11328","333281","333068","","","","","","","","","",""
"11340","333281","333157","","","","","","","","","",""
"11332","333281","333097","","","","","","","","","",""
"11320","333281","333009","","","","","","","","","",""
"11321","333281","333016","","","","","","","","","",""
"11352","333281","333249","","","","","","","","","",""
"11329","333281","333075","","","","","","","","","",""
"11349","333281","333226","","","","","","","","","",""
"11346","333281","333203","","","","","","","","","",""
"11336","333281","333126","","","","","","","","","",""
"11330","333281","333082","","","","","","","","","",""
"11345","333281","333195","","","","","","","","","",""
"11339","333281","333149","","","","","","","","","",""
"11343","333281","333181","","","","","","","","","",""
"11324","333281","333038","","","","","","","","","",""
"11338","333281","333141","","","","","","","","","",""
"11334","333281","333111","","","","","","","","","",""
"11344","333281","333188","","","","","","","","","",""
"11342","333281","333173","","","","","","","","","",""
"11350","333281","333234","","","","","","","","","",""
"11347","333281","333211","","","","","","","","","",""
"11351","333281","333241","","","","","","","","","",""
"11331","333281","333090","","","","","","","","","",""
"11355","333281","333273","","","","","","","","","",""
"11337","333281","333133","","","","","","","","","",""
"11322","333281","333023","","","","","","","","","",""
"11354","333281","333265","","","","","","","","","",""
"11348","333281","333219","","","","","","","","","",""
"11353","333281","333257","","","","","","","","","",""
"11327","333281","333060","","","","","","","","","",""
"11323","333281","333030","","","","","","","","","",""
"11335","333281","333118","","","","","","","","","",""
"11333","333281","333105","","","","","","","","","",""
"11325","333281","333046","","","","","","","","","",""
"11326","333281","333053","","","","","","","","","",""
"11366","333374","333361","","","","","","","","","",""
"11363","333374","333329","","","","","","","","","",""
"11364","333374","333336","","","","","","","","","",""
"11361","333374","333316","","","","","","","","","",""
"11358","333374","333295","","","","","","","","","",""
"11365","333374","333348","","","","","","","","","",""
"11360","333374","333308","","","","","","","","","",""
"11362","333374","333322","","","","","","","","","",""
"11359","333374","333302","","","","","","","","","",""
"11357","333374","333288","","","","","","","","","",""
"11356","333374","333282","","","","","","","","","",""
"11370","333476","333393","","","","","","","","","",""
"11372","333476","333406","","","","","","","","","",""
"11376","333476","333436","","","","","","","","","",""
"11373","333476","333412","","","","","","","","","",""
"11377","333476","333463","","","","","","","","","",""
"11378","333476","333448","","","","","","","","","",""
"11375","333476","333424","","","","","","","","","",""
"11369","333476","333387","","","","","","","","","",""
"11368","333476","333381","","","","","","","","","",""
"11374","333476","333418","","","","","","","","","",""
"11371","333476","333399","","","","","","","","","",""
"11367","333476","333375","","","","","","","","","",""
"11408","334194","334041","","","","","","","","","",""
"11400","334194","333911","","","","","","","","","",""
"11416","334194","334137","","","","","","","","","",""
"11407","334194","334029","","","","","","","","","",""
"11419","334194","334172","","","","","","","","","",""
"11390","334194","333699","","","","","","","","","",""
"11403","334194","333963","","","","","","","","","",""
"11406","334194","334017","","","","","","","","","",""
"11394","334194","333785","","","","","","","","","",""
"11395","334194","333805","","","","","","","","","",""
"11398","334194","333863","","","","","","","","","",""
"11391","334194","333718","","","","","","","","","",""
"11410","334194","334066","","","","","","","","","",""
"11393","334194","333766","","","","","","","","","",""
"11420","334194","334182","","","","","","","","","",""
"11412","334194","334091","","","","","","","","","",""
"11389","334194","333679","","","","","","","","","",""
"11414","334194","334115","","","","","","","","","",""
"11402","334194","333951","","","","","","","","","",""
"11399","334194","333892","","","","","","","","","",""
"11384","334194","333582","","","","","","","","","",""
"11381","334194","333515","","","","","","","","","",""
"11387","334194","333640","","","","","","","","","",""
"11404","334194","333992","","","","","","","","","",""
"11382","334194","333533","","","","","","","","","",""
"11397","334194","333844","","","","","","","","","",""
"11417","334194","334147","","","","","","","","","",""
"11385","334194","333602","","","","","","","","","",""
"11383","334194","333553","","","","","","","","","",""
"11379","334194","333477","","","","","","","","","",""
"11418","334194","334159","","","","","","","","","",""
"11392","334194","333747","","","","","","","","","",""
"11388","334194","333659","","","","","","","","","",""
"11409","334194","334054","","","","","","","","","",""
"11413","334194","334103","","","","","","","","","",""
"11386","334194","333621","","","","","","","","","",""
"11415","334194","334127","","","","","","","","","",""
"11396","334194","333824","","","","","","","","","",""
"11401","334194","333931","","","","","","","","","",""
"11380","334194","333496","","","","","","","","","",""
"11411","334194","334079","","","","","","","","","",""
"11405","334194","334004","","","","","","","","","",""
"11422","334247","334200","","","","","","","","","",""
"11426","334247","334227","","","","","","","","","",""
"11423","334247","334207","","","","","","","","","",""
"11427","334247","334235","","","","","","","","","",""
"11424","334247","334214","","","","","","","","","",""
"11421","334247","334195","","","","","","","","","",""
"11425","334247","334221","","","","","","","","","",""
"11428","334247","334240","","","","","","","","","",""
"11440","334462","334401","","","","","","","","","",""
"11442","334462","334416","","","","","","","","","",""
"11436","334462","334369","","","","","","","","","",""
"11431","334462","334285","","","","","","","","","",""
"11439","334462","334392","","","","","","","","","",""
"11443","334462","334425","","","","","","","","","",""
"11437","334462","334376","","","","","","","","","",""
"11434","334462","334342","","","","","","","","","",""
"11441","334462","334409","","","","","","","","","",""
"11445","334462","334443","","","","","","","","","",""
"11435","334462","334362","","","","","","","","","",""
"11444","334462","334434","","","","","","","","","",""
"11432","334462","334304","","","","","","","","","",""
"11430","334462","334267","","","","","","","","","",""
"11438","334462","334385","","","","","","","","","",""
"11433","334462","334323","","","","","","","","","",""
"11429","334462","334248","","","","","","","","","",""
"11446","334462","334452","","","","","","","","","",""
"11447","334536","334463","","","","","","","","","",""
"11456","334536","334509","","","","","","","","","",""
"11457","334536","334513","","","","","","","","","",""
"11453","334536","334490","","","","","","","","","",""
"11450","334536","334476","","","","","","","","","",""
"11458","334536","334517","","","","","","","","","",""
"11451","334536","334481","","","","","","","","","",""
"11460","334536","334527","","","","","","","","","",""
"11459","334536","334522","","","","","","","","","",""
"11452","334536","334486","","","","","","","","","",""
"11448","334536","334467","","","","","","","","","",""
"11461","334536","334531","","","","","","","","","",""
"11449","334536","334471","","","","","","","","","",""
"11454","334536","334495","","","","","","","","","",""
"11455","334536","334500","","","","","","","","","",""
"11463","334628","334546","","","","","","","","","",""
"11464","334628","334555","","","","","","","","","",""
"11462","334628","334537","","","","","","","","","",""
"11465","334628","334566","","","","","","","","","",""
"11466","334628","334581","","","","","","","","","",""
"11467","334628","334606","","","","","","","","","",""
"11473","334720","334702","","","","","","","","","",""
"11469","334720","334642","","","","","","","","","",""
"11472","334720","334681","","","","","","","","","",""
"11471","334720","334661","","","","","","","","","",""
"11468","334720","334629","","","","","","","","","",""
"11470","334720","334652","","","","","","","","","",""
"11492","334849","334812","","","","","","","","","",""
"11474","334849","334721","","","","","","","","","",""
"11496","334849","334781","","","","","","","","","",""
"11494","334849","334839","","","","","","","","","",""
"11475","334849","334802","","","","","","","","","",""
"11481","334849","334792","","","","","","","","","",""
"11478","334849","334816","","","","","","","","","",""
"11488","334849","334837","","","","","","","","","",""
"11504","334849","334790","","","","","","","","","",""
"11486","334849","334847","","","","","","","","","",""
"11500","334849","334818","","","","","","","","","",""
"11485","334849","334804","","","","","","","","","",""
"11493","334849","334841","","","","","","","","","",""
"11489","334849","334835","","","","","","","","","",""
"11487","334849","334845","","","","","","","","","",""
"11495","334849","334810","","","","","","","","","",""
"11497","334849","334787","","","","","","","","","",""
"11482","334849","334794","","","","","","","","","",""
"11491","334849","334808","","","","","","","","","",""
"11503","334849","334779","","","","","","","","","",""
"11499","334849","334725","","","","","","","","","",""
"11479","334849","334824","","","","","","","","","",""
"11480","334849","334750","","","","","","","","","",""
"11502","334849","334752","","","","","","","","","",""
"11477","334849","334814","","","","","","","","","",""
"11476","334849","334843","","","","","","","","","",""
"11484","334849","334826","","","","","","","","","",""
"11498","334849","334796","","","","","","","","","",""
"11501","334849","334828","","","","","","","","","",""
"11490","334849","334806","","","","","","","","","",""
"11483","334849","334833","","","","","","","","","",""
"11510","334897","334889","","","","","","","","","",""
"11514","334897","334871","","","","","","","","","",""
"11518","334897","334860","","","","","","","","","",""
"11512","334897","334879","","","","","","","","","",""
"11517","334897","334885","","","","","","","","","",""
"11508","334897","334891","","","","","","","","","",""
"11507","334897","334873","","","","","","","","","",""
"11519","334897","334895","","","","","","","","","",""
"11513","334897","334883","","","","","","","","","",""
"11511","334897","334881","","","","","","","","","",""
"11516","334897","334893","","","","","","","","","",""
"11515","334897","334877","","","","","","","","","",""
"11505","334897","334850","","","","","","","","","",""
"11509","334897","334887","","","","","","","","","",""
"11506","334897","334862","","","","","","","","","",""
"11534","334898","320357","","","","","","","","","",""
"11526","334898","320388","","","","","","","","","",""
"11520","334898","320353","","","","","","","","","",""
"11531","334898","320410","","","","","","","","","",""
"11525","334898","320382","","","","","","","","","",""
"11529","334898","320406","","","","","","","","","",""
"11524","334898","320390","","","","","","","","","",""
"11521","334898","320400","","","","","","","","","",""
"11522","334898","320402","","","","","","","","","",""
"11530","334898","320408","","","","","","","","","",""
"11528","334898","320404","","","","","","","","","",""
"11527","334898","320394","","","","","","","","","",""
"11532","334898","320384","","","","","","","","","",""
"11533","334898","320396","","","","","","","","","",""
"11523","334898","320392","","","","","","","","","",""
"11541","334963","334937","","","","","","","","","",""
"11542","334963","334934","","","","","","","","","",""
"11544","334963","334951","","","","","","","","","",""
"11549","334963","334940","","","","","","","","","",""
"11546","334963","334954","","","","","","","","","",""
"11536","334963","334945","","","","","","","","","",""
"11543","334963","334960","","","","","","","","","",""
"11547","334963","334903","","","","","","","","","",""
"11545","334963","334957","","","","","","","","","",""
"11548","334963","334920","","","","","","","","","",""
"11537","334963","334948","","","","","","","","","",""
"11535","334963","334899","","","","","","","","","",""
"11540","334963","334917","","","","","","","","","",""
"11539","334963","334928","","","","","","","","","",""
"11538","334963","334931","","","","","","","","","",""
"11550","334963","334923","","","","","","","","","",""
"11559","335061","335053","","","","","","","","","",""
"11573","335061","335047","","","","","","","","","",""
"11580","335061","334990","","","","","","","","","",""
"11562","335061","334997","","","","","","","","","",""
"11554","335061","335049","","","","","","","","","",""
"11578","335061","335038","","","","","","","","","",""
"11572","335061","335007","","","","","","","","","",""
"11560","335061","335005","","","","","","","","","",""
"11564","335061","334999","","","","","","","","","",""
"11556","335061","335025","","","","","","","","","",""
"11574","335061","335009","","","","","","","","","",""
"11553","335061","335011","","","","","","","","","",""
"11575","335061","334979","","","","","","","","","",""
"11569","335061","335059","","","","","","","","","",""
"11568","335061","335001","","","","","","","","","",""
"11570","335061","335057","","","","","","","","","",""
"11567","335061","335043","","","","","","","","","",""
"11579","335061","334967","","","","","","","","","",""
"11557","335061","334977","","","","","","","","","",""
"11566","335061","335036","","","","","","","","","",""
"11577","335061","335016","","","","","","","","","",""
"11555","335061","334988","","","","","","","","","",""
"11558","335061","335051","","","","","","","","","",""
"11552","335061","335013","","","","","","","","","",""
"11551","335061","334964","","","","","","","","","",""
"11563","335061","335055","","","","","","","","","",""
"11576","335061","335027","","","","","","","","","",""
"11561","335061","334995","","","","","","","","","",""
"11565","335061","335003","","","","","","","","","",""
"11571","335061","335045","","","","","","","","","",""
"11584","335109","335091","","","","","","","","","",""
"11585","335109","335085","","","","","","","","","",""
"11586","335109","335089","","","","","","","","","",""
"11583","335109","335087","","","","","","","","","",""
"11589","335109","335103","","","","","","","","","",""
"11582","335109","335097","","","","","","","","","",""
"11593","335109","335081","","","","","","","","","",""
"11588","335109","335099","","","","","","","","","",""
"11591","335109","335105","","","","","","","","","",""
"11587","335109","335079","","","","","","","","","",""
"11594","335109","335065","","","","","","","","","",""
"11581","335109","335062","","","","","","","","","",""
"11595","335109","335093","","","","","","","","","",""
"11592","335109","335101","","","","","","","","","",""
"11590","335109","335107","","","","","","","","","",""
"11602","335240","335185","","","","","","","","","",""
"11600","335240","335153","","","","","","","","","",""
"11603","335240","335202","","","","","","","","","",""
"11605","335240","335224","","","","","","","","","",""
"11598","335240","335122","","","","","","","","","",""
"11599","335240","335137","","","","","","","","","",""
"11596","335240","335110","","","","","","","","","",""
"11597","335240","335117","","","","","","","","","",""
"11601","335240","335169","","","","","","","","","",""
"11604","335240","335208","","","","","","","","","",""
"11607","335245","335242","","","","","","","","","",""
"11606","335245","335241","","","","","","","","","",""
"11608","335245","335243","","","","","","","","","",""
"11609","335245","335244","","","","","","","","","",""
"11622","335306","335258","","","","","","","","","",""
"11664","335306","335300","","","","","","","","","",""
"11627","335306","335263","","","","","","","","","",""
"11645","335306","335281","","","","","","","","","",""
"11653","335306","335289","","","","","","","","","",""
"11658","335306","335294","","","","","","","","","",""
"11659","335306","335295","","","","","","","","","",""
"11654","335306","335290","","","","","","","","","",""
"11619","335306","335255","","","","","","","","","",""
"11624","335306","335260","","","","","","","","","",""
"11657","335306","335293","","","","","","","","","",""
"11644","335306","335280","","","","","","","","","",""
"11621","335306","335257","","","","","","","","","",""
"11649","335306","335285","","","","","","","","","",""
"11613","335306","335249","","","","","","","","","",""
"11625","335306","335261","","","","","","","","","",""
"11629","335306","335265","","","","","","","","","",""
"11626","335306","335262","","","","","","","","","",""
"11636","335306","335272","","","","","","","","","",""
"11610","335306","335246","","","","","","","","","",""
"11616","335306","335252","","","","","","","","","",""
"11666","335306","335302","","","","","","","","","",""
"11650","335306","335286","","","","","","","","","",""
"11641","335306","335277","","","","","","","","","",""
"11615","335306","335251","","","","","","","","","",""
"11640","335306","335276","","","","","","","","","",""
"11656","335306","335292","","","","","","","","","",""
"11660","335306","335296","","","","","","","","","",""
"11662","335306","335298","","","","","","","","","",""
"11630","335306","335266","","","","","","","","","",""
"11628","335306","335264","","","","","","","","","",""
"11617","335306","335253","","","","","","","","","",""
"11652","335306","335288","","","","","","","","","",""
"11665","335306","335301","","","","","","","","","",""
"11643","335306","335279","","","","","","","","","",""
"11651","335306","335287","","","","","","","","","",""
"11618","335306","335254","","","","","","","","","",""
"11635","335306","335271","","","","","","","","","",""
"11669","335306","335305","","","","","","","","","",""
"11639","335306","335275","","","","","","","","","",""
"11620","335306","335256","","","","","","","","","",""
"11663","335306","335299","","","","","","","","","",""
"11648","335306","335284","","","","","","","","","",""
"11612","335306","335248","","","","","","","","","",""
"11634","335306","335270","","","","","","","","","",""
"11631","335306","335267","","","","","","","","","",""
"11632","335306","335268","","","","","","","","","",""
"11611","335306","335247","","","","","","","","","",""
"11642","335306","335278","","","","","","","","","",""
"11623","335306","335259","","","","","","","","","",""
"11637","335306","335273","","","","","","","","","",""
"11667","335306","335303","","","","","","","","","",""
"11668","335306","335304","","","","","","","","","",""
"11633","335306","335269","","","","","","","","","",""
"11655","335306","335291","","","","","","","","","",""
"11646","335306","335282","","","","","","","","","",""
"11614","335306","335250","","","","","","","","","",""
"11638","335306","335274","","","","","","","","","",""
"11661","335306","335297","","","","","","","","","",""
"11647","335306","335283","","","","","","","","","",""
"11689","335419","335326","","","","","","","","","",""
"11728","335419","335365","","","","","","","","","",""
"11727","335419","335364","","","","","","","","","",""
"11696","335419","335333","","","","","","","","","",""
"11694","335419","335331","","","","","","","","","",""
"11687","335419","335324","","","","","","","","","",""
"11758","335419","335395","","","","","","","","","",""
"11761","335419","335398","","","","","","","","","",""
"11739","335419","335376","","","","","","","","","",""
"11699","335419","335336","","","","","","","","","",""
"11711","335419","335348","","","","","","","","","",""
"11752","335419","335389","","","","","","","","","",""
"11682","335419","335319","","","","","","","","","",""
"11702","335419","335339","","","","","","","","","",""
"11678","335419","335315","","","","","","","","","",""
"11762","335419","335399","","","","","","","","","",""
"11748","335419","335385","","","","","","","","","",""
"11686","335419","335323","","","","","","","","","",""
"11683","335419","335320","","","","","","","","","",""
"11718","335419","335355","","","","","","","","","",""
"11715","335419","335352","","","","","","","","","",""
"11760","335419","335397","","","","","","","","","",""
"11756","335419","335393","","","","","","","","","",""
"11698","335419","335335","","","","","","","","","",""
"11745","335419","335382","","","","","","","","","",""
"11742","335419","335379","","","","","","","","","",""
"11675","335419","335312","","","","","","","","","",""
"11721","335419","335358","","","","","","","","","",""
"11684","335419","335321","","","","","","","","","",""
"11750","335419","335387","","","","","","","","","",""
"11753","335419","335390","","","","","","","","","",""
"11705","335419","335342","","","","","","","","","",""
"11714","335419","335351","","","","","","","","","",""
"11685","335419","335322","","","","","","","","","",""
"11749","335419","335386","","","","","","","","","",""
"11780","335419","335417","","","","","","","","","",""
"11733","335419","335370","","","","","","","","","",""
"11737","335419","335374","","","","","","","","","",""
"11725","335419","335362","","","","","","","","","",""
"11751","335419","335388","","","","","","","","","",""
"11722","335419","335359","","","","","","","","","",""
"11740","335419","335377","","","","","","","","","",""
"11697","335419","335334","","","","","","","","","",""
"11709","335419","335346","","","","","","","","","",""
"11690","335419","335327","","","","","","","","","",""
"11673","335419","335310","","","","","","","","","",""
"11773","335419","335410","","","","","","","","","",""
"11767","335419","335404","","","","","","","","","",""
"11723","335419","335360","","","","","","","","","",""
"11731","335419","335368","","","","","","","","","",""
"11706","335419","335343","","","","","","","","","",""
"11770","335419","335407","","","","","","","","","",""
"11703","335419","335340","","","","","","","","","",""
"11676","335419","335313","","","","","","","","","",""
"11744","335419","335381","","","","","","","","","",""
"11774","335419","335411","","","","","","","","","",""
"11680","335419","335317","","","","","","","","","",""
"11670","335419","335307","","","","","","","","","",""
"11710","335419","335347","","","","","","","","","",""
"11775","335419","335412","","","","","","","","","",""
"11777","335419","335414","","","","","","","","","",""
"11672","335419","335309","","","","","","","","","",""
"11779","335419","335416","","","","","","","","","",""
"11716","335419","335353","","","","","","","","","",""
"11772","335419","335409","","","","","","","","","",""
"11688","335419","335325","","","","","","","","","",""
"11765","335419","335402","","","","","","","","","",""
"11766","335419","335403","","","","","","","","","",""
"11746","335419","335383","","","","","","","","","",""
"11741","335419","335378","","","","","","","","","",""
"11719","335419","335356","","","","","","","","","",""
"11757","335419","335394","","","","","","","","","",""
"11701","335419","335338","","","","","","","","","",""
"11724","335419","335361","","","","","","","","","",""
"11732","335419","335369","","","","","","","","","",""
"11693","335419","335330","","","","","","","","","",""
"11726","335419","335363","","","","","","","","","",""
"11759","335419","335396","","","","","","","","","",""
"11695","335419","335332","","","","","","","","","",""
"11681","335419","335318","","","","","","","","","",""
"11712","335419","335349","","","","","","","","","",""
"11755","335419","335392","","","","","","","","","",""
"11671","335419","335308","","","","","","","","","",""
"11778","335419","335415","","","","","","","","","",""
"11677","335419","335314","","","","","","","","","",""
"11713","335419","335350","","","","","","","","","",""
"11736","335419","335373","","","","","","","","","",""
"11707","335419","335344","","","","","","","","","",""
"11708","335419","335345","","","","","","","","","",""
"11768","335419","335405","","","","","","","","","",""
"11720","335419","335357","","","","","","","","","",""
"11674","335419","335311","","","","","","","","","",""
"11692","335419","335329","","","","","","","","","",""
"11781","335419","335418","","","","","","","","","",""
"11691","335419","335328","","","","","","","","","",""
"11730","335419","335367","","","","","","","","","",""
"11700","335419","335337","","","","","","","","","",""
"11679","335419","335316","","","","","","","","","",""
"11717","335419","335354","","","","","","","","","",""
"11738","335419","335375","","","","","","","","","",""
"11763","335419","335400","","","","","","","","","",""
"11764","335419","335401","","","","","","","","","",""
"11734","335419","335371","","","","","","","","","",""
"11743","335419","335380","","","","","","","","","",""
"11729","335419","335366","","","","","","","","","",""
"11769","335419","335406","","","","","","","","","",""
"11735","335419","335372","","","","","","","","","",""
"11747","335419","335384","","","","","","","","","",""
"11771","335419","335408","","","","","","","","","",""
"11776","335419","335413","","","","","","","","","",""
"11704","335419","335341","","","","","","","","","",""
"11754","335419","335391","","","","","","","","","",""
"11782","335422","335420","","","","","","","","","",""
"11783","335422","335421","","","","","","","","","",""
"11785","335425","335424","","","","","","","","","",""
"11784","335425","335423","","","","","","","","","",""
"11786","335428","335426","","","","","","","","","",""
"11787","335428","335427","","","","","","","","","",""
"11788","335433","335429","","","","","","","","","",""
"11789","335433","335430","","","","","","","","","",""
"11791","335433","335432","","","","","","","","","",""
"11790","335433","335431","","","","","","","","","",""
"11796","335442","335438","","","","","","","","","",""
"11797","335442","335439","","","","","","","","","",""
"11798","335442","335440","","","","","","","","","",""
"11799","335442","335441","","","","","","","","","",""
"11795","335442","335437","","","","","","","","","",""
"11793","335442","335435","","","","","","","","","",""
"11792","335442","335434","","","","","","","","","",""
"11794","335442","335436","","","","","","","","","",""
"12009","335695","335652","","","","","","","","","",""
"12027","335695","335670","","","","","","","","","",""
"11989","335695","335632","","","","","","","","","",""
"12038","335695","335681","","","","","","","","","",""
"11962","335695","335605","","","","","","","","","",""
"11958","335695","335601","","","","","","","","","",""
"12012","335695","335655","","","","","","","","","",""
"12049","335695","335692","","","","","","","","","",""
"11984","335695","335627","","","","","","","","","",""
"11974","335695","335617","","","","","","","","","",""
"12050","335695","335693","","","","","","","","","",""
"11996","335695","335639","","","","","","","","","",""
"11937","335695","335580","","","","","","","","","",""
"11968","335695","335611","","","","","","","","","",""
"11930","335695","335573","","","","","","","","","",""
"11944","335695","335587","","","","","","","","","",""
"11935","335695","335578","","","","","","","","","",""
"11959","335695","335602","","","","","","","","","",""
"12036","335695","335679","","","","","","","","","",""
"11950","335695","335593","","","","","","","","","",""
"12021","335695","335664","","","","","","","","","",""
"12042","335695","335685","","","","","","","","","",""
"12002","335695","335645","","","","","","","","","",""
"12024","335695","335667","","","","","","","","","",""
"11982","335695","335625","","","","","","","","","",""
"12025","335695","335668","","","","","","","","","",""
"12014","335695","335657","","","","","","","","","",""
"12046","335695","335689","","","","","","","","","",""
"12047","335695","335690","","","","","","","","","",""
"12044","335695","335687","","","","","","","","","",""
"11942","335695","335585","","","","","","","","","",""
"11987","335695","335630","","","","","","","","","",""
"11928","335695","335571","","","","","","","","","",""
"12011","335695","335654","","","","","","","","","",""
"12030","335695","335673","","","","","","","","","",""
"11938","335695","335581","","","","","","","","","",""
"11972","335695","335615","","","","","","","","","",""
"11997","335695","335640","","","","","","","","","",""
"11952","335695","335595","","","","","","","","","",""
"12039","335695","335682","","","","","","","","","",""
"11931","335695","335574","","","","","","","","","",""
"11967","335695","335610","","","","","","","","","",""
"12016","335695","335659","","","","","","","","","",""
"11941","335695","335584","","","","","","","","","",""
"11965","335695","335608","","","","","","","","","",""
"11947","335695","335590","","","","","","","","","",""
"12028","335695","335671","","","","","","","","","",""
"11980","335695","335623","","","","","","","","","",""
"11953","335695","335596","","","","","","","","","",""
"12005","335695","335648","","","","","","","","","",""
"11951","335695","335594","","","","","","","","","",""
"12006","335695","335649","","","","","","","","","",""
"11985","335695","335628","","","","","","","","","",""
"12010","335695","335653","","","","","","","","","",""
"11986","335695","335629","","","","","","","","","",""
"12026","335695","335669","","","","","","","","","",""
"12017","335695","335660","","","","","","","","","",""
"11961","335695","335604","","","","","","","","","",""
"11994","335695","335637","","","","","","","","","",""
"11946","335695","335589","","","","","","","","","",""
"11969","335695","335612","","","","","","","","","",""
"11983","335695","335626","","","","","","","","","",""
"12033","335695","335676","","","","","","","","","",""
"11970","335695","335613","","","","","","","","","",""
"12048","335695","335691","","","","","","","","","",""
"12001","335695","335644","","","","","","","","","",""
"12032","335695","335675","","","","","","","","","",""
"12045","335695","335688","","","","","","","","","",""
"11976","335695","335619","","","","","","","","","",""
"11960","335695","335603","","","","","","","","","",""
"11973","335695","335616","","","","","","","","","",""
"11945","335695","335588","","","","","","","","","",""
"11988","335695","335631","","","","","","","","","",""
"11975","335695","335618","","","","","","","","","",""
"11949","335695","335592","","","","","","","","","",""
"12020","335695","335663","","","","","","","","","",""
"11977","335695","335620","","","","","","","","","",""
"12040","335695","335683","","","","","","","","","",""
"11954","335695","335597","","","","","","","","","",""
"12018","335695","335661","","","","","","","","","",""
"12015","335695","335658","","","","","","","","","",""
"12003","335695","335646","","","","","","","","","",""
"12000","335695","335643","","","","","","","","","",""
"12019","335695","335662","","","","","","","","","",""
"12034","335695","335677","","","","","","","","","",""
"11999","335695","335642","","","","","","","","","",""
"11966","335695","335609","","","","","","","","","",""
"11929","335695","335572","","","","","","","","","",""
"11939","335695","335582","","","","","","","","","",""
"12023","335695","335666","","","","","","","","","",""
"11957","335695","335600","","","","","","","","","",""
"11955","335695","335598","","","","","","","","","",""
"11964","335695","335607","","","","","","","","","",""
"12008","335695","335651","","","","","","","","","",""
"11993","335695","335636","","","","","","","","","",""
